t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
4943,0.0,2.162,9.526,25.394,0.002,32.247,5.717,26.758,1910.097,240.896,1500.321,1172.671,44.394,88.591,77.459,4459.264,6.763,167.302,0.0,0.898,0.509,11.882,0.601,8.56,5.188,35.996,1908.235,175.884,1523.607,1185.017,68.65,34.233,77.956,4482.843,15.259,154.293,4.911,0.665,0.022,3.451,7.64,0.403,4.218,35.849,1903.17,139.287,1538.902,1188.512,78.874,6.33,78.749,4480.456,25.645,138.861
4944,0.0,1.956,9.682,27.308,0.001,37.127,5.779,27.025,1911.198,246.242,1495.194,1168.553,39.829,100.042,77.456,4448.445,5.179,169.429,0.0,0.936,0.657,12.921,0.306,9.538,5.189,36.823,1907.811,174.639,1519.568,1181.465,67.821,36.855,77.958,4474.02,14.048,155.868,5.154,0.645,0.017,3.242,8.43,0.331,4.068,36.429,1901.235,132.316,1536.594,1185.242,79.379,4.66,78.892,4469.135,26.017,138.108
4945,0.0,2.38,11.901,29.359,0.002,36.819,5.817,27.345,1909.617,240.886,1493.11,1165.136,40.657,98.633,77.564,4439.757,5.967,168.183,0.0,0.892,0.508,13.68,0.763,10.243,5.156,37.211,1906.502,171.458,1517.009,1178.076,67.422,38.725,78.078,4465.231,13.618,156.288,4.778,0.643,0.023,4.377,8.166,0.501,4.105,37.096,1900.634,132.446,1531.239,1181.908,79.16,7.76,78.903,4462.776,24.139,140.638
4946,0.0,2.935,15.64,32.377,0.002,34.781,5.853,27.677,1909.137,245.568,1492.181,1163.773,43.236,94.047,77.704,4446.524,6.182,167.94,0.0,0.953,0.635,15.887,0.596,9.719,5.228,37.473,1905.403,173.644,1514.744,1176.402,68.376,37.872,78.197,4465.183,13.512,156.4,4.667,0.662,0.026,6.452,7.598,0.368,4.223,37.524,1900.143,136.341,1527.021,1181.129,79.407,8.196,78.988,4462.539,22.717,142.633
4947,0.0,4.476,25.817,33.205,0.002,31.994,5.808,27.918,1910.838,263.952,1492.883,1163.829,47.039,86.839,77.906,4470.156,7.211,166.656,0.0,1.156,1.036,18.353,0.651,10.584,5.262,37.263,1905.493,184.933,1513.986,1175.14,68.072,39.883,78.382,4472.524,13.196,156.948,4.273,0.712,0.051,9.9,6.567,0.597,4.429,37.659,1900.612,147.617,1523.511,1180.325,79.272,11.712,79.055,4470.194,20.668,145.676
4948,0.0,4.469,31.011,33.346,0.002,30.687,5.92,27.952,1912.663,286.045,1493.653,1164.627,49.056,85.389,78.069,4495.462,7.212,166.823,0.0,1.292,1.494,20.467,0.384,11.667,5.368,36.881,1906.844,204.077,1514.113,1174.865,67.487,44.102,78.528,4489.137,12.259,158.487,4.104,0.773,0.067,12.79,5.843,0.541,4.604,37.412,1901.834,164.474,1523.717,1181.181,79.685,14.128,79.184,4488.418,19.282,147.872
4949,0.0,7.27,36.448,36.292,0.003,26.269,6.077,27.761,1914.316,313.54,1497.953,1166.894,54.341,77.325,78.268,4535.437,8.526,165.3,0.0,1.693,2.538,23.339,0.339,11.906,5.543,35.923,1908.553,230.115,1516.793,1175.901,67.963,47.265,78.705,4517.296,12.047,159.109,3.649,0.9,0.135,16.535,4.61,1.053,4.934,36.716,1904.315,191.736,1524.843,1182.134,79.452,20.894,79.231,4517.241,17.1,151.349
4950,0.0,7.348,39.783,41.642,0.003,25.461,6.153,27.285,1916.701,342.863,1502.13,1169.033,55.759,80.611,78.37,4571.975,8.413,165.84,0.0,1.767,3.291,28.162,0.207,12.766,5.73,34.787,1911.072,260.635,1520.267,1177.435,67.698,54.296,78.798,4550.725,11.444,160.408,3.53,0.976,0.152,20.87,4.257,0.743,5.176,35.588,1906.773,220.735,1529.959,1184.734,80.382,25.207,79.343,4554.144,16.562,152.562
4951,0.0,8.331,38.696,41.634,0.003,25.768,6.259,26.839,1919.046,368.508,1507.287,1171.845,56.296,84.91,78.492,4604.832,8.306,166.217,0.0,1.906,3.377,31.159,0.219,12.96,5.838,34.113,1913.322,284.403,1525.74,1180.384,68.203,58.649,78.925,4582.556,11.282,160.952,3.383,1.029,0.164,24.613,4.238,0.792,5.303,34.817,1909.051,243.833,1535.828,1187.915,80.976,29.284,79.466,4586.241,16.34,153.227
4952,0.0,5.59,35.148,37.599,0.002,27.99,6.4,26.536,1920.553,385.105,1511.648,1174.608,54.484,93.674,78.59,4624.768,7.449,167.525,0.0,1.661,2.603,30.716,0.206,13.422,5.944,33.839,1915.31,301.899,1530.944,1183.65,68.347,62.608,79.033,4608.08,10.912,161.673,3.492,1.008,0.114,24.928,4.759,0.426,5.326,34.385,1910.693,258.639,1543.351,1192.348,82.189,28.964,79.655,4613.134,17.047,152.421
4953,0.0,4.8,28.298,35.396,0.003,27.853,6.436,26.418,1919.5,384.791,1517.591,1178.409,54.761,94.612,78.748,4634.113,7.588,167.389,0.0,1.597,1.957,28.599,0.298,12.376,5.995,33.872,1915.864,308.218,1537.392,1188.068,69.911,60.514,79.201,4626.871,11.33,161.165,3.442,1.006,0.101,23.363,4.936,0.463,5.368,34.346,1911.81,267.372,1549.591,1196.32,82.736,28.789,79.809,4631.522,17.291,152.184
4954,0.0,4.678,21.594,31.256,0.003,23.126,6.596,26.292,1915.552,375.377,1526.538,1183.336,60.065,83.895,78.922,4646.823,9.141,165.224,0.0,1.6,1.763,26.62,0.341,10.196,6.103,33.235,1914.724,313.365,1544.196,1192.396,72.772,55.631,79.354,4646.007,12.52,159.635,3.308,1.035,0.112,22.511,4.153,0.507,5.562,33.923,1912.201,279.95,1554.599,1199.407,83.127,30.428,79.861,4651.142,17.083,152.708
4955,0.0,3.074,11.932,28.168,0.003,21.377,6.658,25.98,1910.892,354.282,1531.917,1186.599,62.238,79.038,79.0,4639.145,9.711,164.336,0.0,1.37,1.142,23.948,0.328,8.629,6.219,32.568,1912.089,308.215,1548.673,1195.697,75.058,50.174,79.429,4650.936,13.688,158.059,3.501,1.005,0.073,19.953,4.214,0.268,5.659,33.195,1910.149,279.186,1560.401,1202.83,84.163,25.763,79.968,4657.493,18.514,150.796
4956,0.0,2.988,10.115,26.284,0.004,18.659,6.59,25.689,1906.691,338.342,1536.886,1189.392,65.334,68.197,79.104,4633.97,11.251,162.155,0.0,1.293,0.928,21.678,0.441,6.96,6.203,32.08,1908.449,294.403,1553.276,1198.532,77.42,40.991,79.533,4646.026,15.429,155.59,3.558,0.981,0.067,17.787,4.19,0.274,5.679,32.662,1907.004,268.702,1564.11,1204.624,84.846,20.399,80.041,4650.755,19.826,148.96
4957,0.001,2.72,9.489,24.51,0.003,19.683,6.644,25.451,1903.475,328.61,1539.51,1190.135,64.757,66.072,79.164,4624.279,11.201,162.277,0.0,1.244,0.887,19.81,0.375,6.936,6.202,31.886,1905.216,283.653,1556.54,1199.351,77.952,36.114,79.599,4637.702,16.375,154.282,3.801,0.948,0.053,15.497,4.597,0.241,5.604,32.29,1903.407,255.761,1568.686,1205.286,85.573,14.326,80.172,4641.127,21.635,146.39
4958,0.0,2.472,8.839,21.205,0.003,19.949,6.571,25.366,1900.313,317.517,1542.527,1189.693,64.753,63.097,79.276,4614.048,11.152,162.167,0.0,1.17,0.742,17.244,0.502,6.786,6.171,31.943,1901.99,270.718,1560.207,1199.09,78.514,32.109,79.721,4627.958,16.699,153.745,3.862,0.909,0.048,13.187,4.892,0.322,5.558,32.279,1900.167,242.851,1572.032,1204.186,85.972,11.67,80.298,4630.554,22.206,145.528
4959,0.0,2.53,9.136,21.601,0.003,21.547,6.416,25.369,1898.678,314.975,1543.695,1187.791,62.917,65.907,79.361,4606.434,10.33,163.337,0.0,1.151,0.751,15.342,0.417,6.946,6.083,32.28,1899.477,260.982,1562.589,1197.488,78.54,30.639,79.815,4618.635,16.755,153.567,4.108,0.877,0.039,10.398,5.478,0.3,5.415,32.427,1896.949,229.16,1575.958,1202.318,86.469,8.656,80.473,4619.124,23.176,144.004
4960,0.0,1.962,7.556,19.87,0.003,22.409,6.312,25.49,1896.074,300.604,1545.342,1185.146,61.959,67.112,79.487,4590.57,9.854,163.836,0.0,1.066,0.6,14.007,0.56,6.99,5.956,32.729,1897.115,249.621,1565.151,1195.214,78.506,30.027,79.955,4608.22,16.557,153.731,4.151,0.844,0.034,8.752,5.866,0.362,5.262,32.837,1894.434,217.734,1578.535,1199.533,86.552,8.277,80.624,4608.473,23.31,143.685
4961,0.0,1.549,4.135,20.045,0.003,20.09,6.203,25.66,1892.854,267.775,1546.902,1182.401,64.506,60.205,79.607,4566.281,10.342,162.971,0.0,0.972,0.466,12.516,0.597,5.973,5.851,33.052,1894.291,231.691,1566.581,1192.611,79.796,26.432,80.074,4593.29,17.171,152.691,4.312,0.813,0.027,7.103,5.989,0.317,5.142,33.185,1891.715,204.262,1580.038,1196.518,86.796,6.96,80.746,4594.77,23.656,143.034
4962,0.0,1.729,5.552,21.852,0.003,19.544,6.134,25.818,1890.165,251.634,1546.99,1178.61,65.378,57.205,79.705,4549.567,10.886,162.065,0.0,0.936,0.461,12.673,0.633,5.282,5.729,33.414,1891.599,211.865,1567.051,1188.818,80.957,22.762,80.177,4574.397,18.388,150.821,4.496,0.769,0.024,6.413,6.284,0.356,4.982,33.501,1888.857,185.643,1580.466,1191.853,87.208,5.202,80.873,4574.581,24.817,141.214
4963,0.0,1.461,4.253,20.762,0.002,23.018,6.031,25.976,1888.284,240.085,1543.397,1173.117,61.885,65.231,79.747,4525.533,8.936,164.659,0.0,0.916,0.485,12.313,0.453,5.789,5.635,34.274,1889.587,197.77,1565.575,1183.978,80.634,23.596,80.239,4556.018,18.246,150.837,4.805,0.716,0.018,5.15,7.448,0.4,4.714,33.998,1885.771,166.343,1581.477,1186.112,87.756,3.608,81.098,4553.55,26.558,138.474
4964,0.0,1.348,3.92,21.361,0.002,27.268,5.884,26.18,1887.036,223.917,1536.956,1166.366,57.785,74.891,79.755,4493.705,7.037,167.103,0.0,0.879,0.479,11.332,0.416,6.409,5.485,35.483,1888.065,181.523,1562.353,1178.361,80.105,25.511,80.285,4534.288,17.487,151.664,5.147,0.661,0.014,3.052,9.062,0.497,4.374,34.767,1882.733,145.974,1581.61,1179.252,88.23,2.828,81.318,4530.163,28.16,135.832
4965,0.0,1.638,5.596,22.976,0.002,28.438,5.781,26.534,1884.925,214.29,1534.935,1160.123,57.069,77.113,79.862,4476.137,7.506,166.189,0.0,0.781,0.335,10.947,0.864,6.444,5.33,36.139,1885.472,166.235,1560.235,1172.519,80.352,25.927,80.399,4514.567,17.431,151.424,5.064,0.631,0.015,2.903,8.73,0.487,4.307,35.699,1880.751,134.238,1576.481,1173.557,88.308,4.156,81.27,4511.206,27.354,136.707
4966,0.0,1.879,7.71,23.958,0.002,29.684,5.668,26.95,1884.554,220.385,1532.976,1155.178,56.23,80.264,79.945,4473.463,7.298,166.389,0.0,0.8,0.394,11.45,0.726,6.598,5.262,36.639,1883.465,160.796,1556.842,1167.614,80.465,26.662,80.458,4502.246,17.236,151.491,5.05,0.616,0.016,3.356,8.215,0.416,4.278,36.389,1878.817,127.861,1570.765,1169.329,88.526,4.328,81.277,4496.911,26.683,137.45
4967,0.0,2.101,9.209,24.778,0.002,31.204,5.648,27.307,1884.454,226.43,1529.829,1150.888,55.336,83.544,80.025,4470.308,7.108,166.509,0.0,0.823,0.429,12.064,0.766,7.634,5.182,36.931,1882.299,161.619,1552.561,1163.052,79.616,29.58,80.53,4493.35,16.226,152.749,4.903,0.615,0.019,3.988,7.871,0.458,4.239,36.905,1877.43,126.849,1565.209,1165.49,88.583,5.443,81.321,4487.831,25.612,138.803
4968,0.0,1.974,9.897,26.693,0.001,35.0,5.73,27.565,1885.231,230.791,1523.924,1146.703,51.865,92.936,80.053,4460.022,5.825,168.284,0.0,0.857,0.517,12.822,0.472,8.436,5.182,37.614,1881.806,162.287,1547.451,1159.359,78.961,32.259,80.564,4485.443,15.006,154.33,5.048,0.608,0.017,3.798,8.417,0.393,4.101,37.366,1875.886,124.105,1561.454,1162.128,89.021,4.653,81.47,4479.061,25.61,138.583
4969,0.0,3.039,14.808,30.432,0.002,34.814,5.861,28.237,1885.766,240.911,1519.513,1143.204,52.592,92.854,79.911,4462.824,6.469,167.397,0.0,1.033,1.362,15.881,0.125,13.153,5.274,37.304,1881.221,170.02,1538.358,1153.143,74.264,43.65,80.35,4469.218,12.986,157.072,0.204,0.64,0.091,8.781,2.594,1.344,4.785,39.854,1875.753,136.059,1549.871,1157.946,87.8,11.579,80.693,4474.452,22.515,142.878
4970,0.0,3.459,20.599,34.346,0.002,34.786,6.094,28.802,1886.091,256.572,1510.734,1140.077,52.324,98.033,79.415,4466.243,5.59,168.625,0.0,1.042,3.431,21.797,0.004,20.693,5.582,35.671,1881.334,188.771,1521.22,1146.709,66.098,66.173,79.781,4450.623,8.521,163.383,0.139,0.928,0.417,15.249,0.158,5.146,5.303,39.114,1876.14,156.627,1532.679,1153.266,82.745,29.853,79.976,4467.393,15.515,152.794
4971,0.0,3.843,25.615,38.356,0.002,39.207,6.287,28.37,1887.553,277.593,1495.153,1135.191,46.069,118.484,78.792,4456.846,3.886,170.986,0.0,1.111,4.288,27.028,0.002,27.797,5.84,34.191,1881.882,207.035,1503.49,1141.179,58.057,90.885,79.133,4433.496,5.008,168.324,0.122,1.04,0.543,21.1,0.108,11.271,5.607,37.076,1876.34,175.177,1513.879,1147.634,75.054,54.475,79.287,4451.67,8.425,162.778
4972,0.0,5.323,34.668,43.366,0.002,41.745,6.444,27.538,1891.181,317.394,1478.715,1130.137,40.314,138.46,78.121,4463.353,3.258,172.097,0.0,1.275,6.59,32.631,0.002,34.545,6.072,32.664,1883.362,233.146,1486.433,1135.914,49.889,116.855,78.451,4423.378,3.471,170.556,0.109,1.186,0.758,27.213,0.082,19.953,5.875,35.122,1877.648,198.489,1495.746,1141.657,65.111,84.3,78.584,4435.126,4.842,167.904
4973,0.0,6.989,42.178,47.333,0.003,41.637,6.498,26.361,1893.264,354.814,1462.856,1124.316,33.988,159.944,77.383,4465.573,3.03,172.637,0.0,1.544,10.923,38.876,0.001,41.185,6.263,30.725,1886.152,272.861,1470.082,1129.732,39.882,147.225,77.705,4420.794,2.719,171.896,0.092,1.437,1.271,34.471,0.055,31.535,6.12,32.724,1881.022,238.031,1478.341,1134.175,51.097,123.263,77.819,4423.373,3.13,170.651
4974,0.0,7.95,48.657,47.177,0.003,43.097,6.521,25.112,1896.249,394.472,1447.339,1116.929,23.556,190.375,76.598,4461.108,2.809,173.168,0.0,1.713,14.776,43.23,0.001,47.557,6.357,28.759,1889.013,312.919,1454.445,1122.107,27.525,182.266,76.912,4412.919,2.287,172.799,0.082,1.644,1.778,40.373,0.042,41.025,6.255,30.438,1884.157,279.401,1462.999,1126.029,36.741,162.801,77.015,4412.875,2.419,171.995
4975,0.0,10.328,54.431,43.488,0.003,38.251,6.588,24.24,1900.04,421.99,1447.435,1119.591,25.731,198.644,76.441,4499.067,3.232,172.896,0.0,2.302,8.841,40.226,0.11,36.209,6.411,29.272,1892.563,337.837,1463.593,1127.349,33.136,184.41,76.851,4466.637,2.91,172.238,2.854,1.294,0.379,36.209,3.464,21.669,6.127,29.642,1887.636,295.679,1475.92,1137.33,49.847,151.792,77.375,4485.415,3.534,170.75
4976,0.0,9.648,50.594,40.939,0.003,31.728,6.572,24.188,1903.015,444.369,1457.414,1127.506,33.816,196.629,76.559,4559.098,4.269,171.758,0.0,2.334,7.037,36.617,0.137,24.446,6.458,29.795,1896.062,358.859,1475.533,1135.846,42.725,179.144,76.979,4531.071,4.433,170.439,2.842,1.281,0.324,32.523,3.779,8.847,6.156,30.126,1891.35,316.454,1487.535,1145.705,59.297,146.423,77.502,4548.581,5.895,167.783
4977,0.0,5.984,39.135,41.009,0.003,27.004,6.694,24.355,1903.278,448.867,1468.113,1135.679,41.424,194.01,76.676,4602.328,5.916,169.678,0.0,1.997,4.386,34.674,0.166,15.909,6.479,30.122,1898.411,373.853,1486.168,1144.324,51.826,172.727,77.097,4586.128,7.153,166.915,2.956,1.224,0.228,29.903,3.874,0.85,6.111,30.497,1894.275,333.635,1498.396,1154.213,67.31,140.124,77.625,4601.804,10.362,161.813
4978,0.0,6.75,32.109,38.132,0.003,23.083,6.724,24.483,1903.328,453.548,1479.226,1144.379,47.497,184.958,76.797,4637.204,8.178,166.617,0.0,2.049,3.594,33.11,0.198,11.898,6.487,30.164,1899.426,382.556,1496.284,1152.986,57.594,163.135,77.21,4622.23,10.384,162.617,2.974,1.247,0.219,28.864,3.581,0.454,6.091,30.623,1896.054,346.153,1507.425,1161.775,69.286,134.987,77.687,4629.576,14.18,156.756
4979,0.0,4.899,25.021,34.182,0.003,22.289,6.696,24.483,1902.481,452.818,1488.219,1151.881,49.297,179.66,76.861,4653.208,9.084,165.361,0.0,1.825,2.698,30.361,0.195,10.916,6.439,30.093,1899.992,389.155,1504.996,1160.596,59.893,156.053,77.274,4645.024,12.007,160.49,3.092,1.216,0.167,26.442,3.665,0.277,6.014,30.548,1896.876,353.679,1517.172,1169.804,70.981,126.985,77.774,4651.794,16.593,153.551
4980,0.0,2.973,13.724,29.396,0.003,22.94,6.645,24.512,1898.354,426.562,1494.589,1158.741,48.784,174.28,76.919,4637.524,8.955,165.518,0.0,1.536,1.502,26.792,0.239,9.754,6.352,30.415,1898.56,377.211,1512.14,1168.46,61.813,144.37,77.346,4647.355,13.001,159.096,3.306,1.162,0.101,22.763,4.277,0.159,5.83,30.738,1895.848,343.943,1526.487,1178.73,72.198,112.91,77.914,4654.894,18.656,150.63
4981,0.0,2.503,9.146,24.763,0.003,22.391,6.557,24.656,1894.491,397.735,1500.357,1165.995,49.448,160.834,76.999,4618.609,9.182,165.026,0.0,1.396,1.081,22.463,0.294,8.378,6.217,30.978,1895.704,353.178,1518.841,1176.744,63.732,127.543,77.438,4636.258,14.239,157.256,3.462,1.13,0.077,18.429,4.787,0.119,5.617,31.195,1893.29,321.794,1534.303,1187.443,72.987,95.648,78.043,4642.706,20.453,147.994
4982,0.0,2.233,7.985,23.773,0.003,20.997,6.55,24.877,1891.288,370.011,1506.683,1173.805,50.914,142.732,77.092,4601.682,10.029,163.766,0.0,1.318,0.936,19.053,0.337,7.35,6.115,31.435,1892.726,328.718,1525.285,1184.891,65.207,109.214,77.532,4621.994,15.557,155.27,3.558,1.096,0.069,14.557,4.861,0.109,5.478,31.679,1890.444,299.013,1540.292,1195.178,73.525,78.833,78.124,4626.901,21.758,146.027
4983,0.0,2.606,9.166,23.185,0.003,21.0,6.484,25.085,1890.302,357.17,1511.743,1180.91,50.909,127.752,77.158,4593.043,10.334,163.188,0.0,1.306,0.974,17.279,0.314,7.1,6.046,31.805,1890.329,307.969,1530.451,1192.06,65.695,92.827,77.598,4607.067,16.47,153.883,3.687,1.064,0.063,12.05,4.946,0.1,5.379,32.059,1887.622,276.672,1545.552,1202.34,73.919,61.93,78.199,4609.771,23.026,144.126
4984,0.0,1.772,5.477,20.535,0.003,20.119,6.227,25.269,1887.613,327.842,1516.443,1187.631,52.031,110.105,77.228,4572.047,10.681,162.48,0.0,1.193,0.753,15.173,0.372,6.675,5.914,32.066,1888.278,288.804,1534.92,1198.813,66.296,76.549,77.669,4593.127,16.938,153.05,3.76,1.016,0.053,10.136,4.938,0.105,5.286,32.375,1885.547,259.33,1549.44,1208.437,74.095,47.446,78.257,4595.776,23.53,143.273
4985,0.0,1.419,3.771,19.784,0.002,21.525,6.102,25.403,1885.293,295.822,1514.58,1190.458,50.532,101.274,77.186,4537.504,9.029,164.656,0.0,1.18,0.952,13.58,0.176,7.019,5.74,32.783,1886.492,263.253,1535.119,1202.507,66.165,64.297,77.642,4568.106,17.056,152.71,4.318,1.005,0.034,6.933,6.216,0.063,4.932,32.788,1882.449,229.433,1555.883,1214.6,74.845,26.898,78.428,4571.197,26.218,139.158
4986,0.0,1.874,5.802,18.288,0.003,22.814,5.976,25.635,1883.374,276.51,1516.298,1193.631,49.606,89.718,77.252,4515.727,9.59,163.705,0.0,1.033,0.554,11.39,0.523,6.341,5.56,33.57,1883.949,235.817,1538.655,1206.584,67.11,48.411,77.736,4545.549,17.69,151.546,4.308,0.875,0.031,5.105,6.603,0.124,4.732,33.487,1880.237,204.912,1556.552,1215.687,75.047,17.069,78.465,4547.1,26.605,138.355
4987,0.0,2.047,7.126,18.219,0.002,22.835,5.846,25.951,1881.618,266.034,1519.895,1196.299,49.862,78.979,77.335,4506.398,9.916,163.124,0.0,1.027,0.609,10.12,0.462,6.265,5.459,33.839,1881.616,219.84,1540.626,1208.194,67.55,38.038,77.794,4529.914,18.228,150.634,4.47,0.828,0.031,4.279,5.954,0.159,4.712,33.979,1878.243,189.662,1555.38,1214.901,75.194,11.714,78.438,4529.692,26.168,138.843
4988,0.0,1.582,5.678,20.435,0.002,25.69,5.791,26.151,1880.699,254.964,1517.459,1194.847,46.79,81.033,77.307,4485.771,8.145,165.477,0.0,1.01,0.675,10.355,0.301,7.241,5.374,34.356,1880.303,206.898,1538.983,1206.599,66.542,35.634,77.771,4511.877,17.15,151.997,4.851,0.771,0.024,3.146,6.585,0.199,4.527,34.339,1875.824,172.364,1556.314,1212.445,75.603,6.852,78.524,4511.431,26.991,137.435
4989,0.0,1.726,5.738,22.956,0.002,25.712,5.692,26.361,1878.741,240.452,1516.411,1192.065,47.097,77.087,77.332,4468.29,8.442,164.849,0.0,0.921,0.49,10.898,0.542,7.165,5.272,34.757,1878.363,192.574,1538.19,1203.788,66.756,32.702,77.808,4495.308,16.83,152.225,4.779,0.726,0.023,3.379,6.679,0.297,4.442,34.793,1874.11,160.169,1553.818,1208.215,75.563,7.062,78.518,4495.062,26.19,138.362
4990,0.0,1.347,4.116,24.31,0.002,26.517,5.732,26.558,1876.347,221.693,1512.85,1188.335,46.728,76.415,77.323,4444.593,7.508,166.118,0.0,0.905,0.539,11.956,0.355,6.908,5.221,35.373,1876.679,179.862,1535.242,1200.361,67.334,30.305,77.802,4479.083,16.714,152.227,5.044,0.687,0.018,3.447,7.359,0.274,4.27,35.215,1871.892,146.838,1552.049,1204.146,75.99,4.665,78.627,4477.721,26.722,137.365
4991,0.0,1.959,7.906,23.66,0.002,29.229,5.673,26.772,1877.986,225.658,1508.581,1183.424,44.386,81.3,77.348,4435.993,7.186,166.51,0.0,0.862,0.475,11.919,0.546,7.145,5.148,36.054,1875.264,168.343,1532.079,1195.821,67.46,29.694,77.849,4462.424,16.568,152.263,5.07,0.645,0.018,3.421,8.018,0.38,4.119,35.787,1869.84,134.344,1548.452,1198.46,76.291,4.601,78.71,4459.135,26.952,136.805
4992,0.0,2.054,9.963,25.502,0.002,32.649,5.697,27.048,1880.235,235.037,1505.432,1178.811,41.171,89.485,77.419,4432.495,6.575,167.297,0.0,0.874,0.507,12.072,0.558,7.984,5.109,36.664,1875.279,167.613,1529.078,1191.397,66.766,32.067,77.922,4454.592,15.876,153.094,5.033,0.634,0.019,3.638,8.042,0.386,4.072,36.414,1868.975,129.902,1543.719,1194.113,76.479,5.171,78.762,4448.096,26.301,137.575
4993,0.0,3.342,16.367,28.804,0.002,30.319,5.78,27.375,1881.553,245.681,1505.687,1176.166,44.44,82.964,77.584,4445.52,7.79,165.492,0.0,0.973,0.659,14.082,0.81,8.75,5.151,36.515,1875.38,172.539,1526.885,1187.781,66.32,34.2,78.064,4453.286,15.244,153.914,4.561,0.665,0.034,5.95,6.872,0.498,4.268,36.789,1869.97,137.233,1537.609,1191.65,76.108,8.712,78.74,4448.734,23.491,141.585
4994,0.0,3.704,21.742,31.249,0.002,28.265,5.809,27.509,1883.631,263.066,1505.596,1175.411,47.071,79.122,77.727,4465.65,8.151,165.104,0.0,1.127,1.004,17.172,0.519,9.44,5.267,36.173,1877.131,188.569,1525.362,1185.931,65.968,36.844,78.181,4464.634,14.255,155.394,4.306,0.723,0.049,9.313,5.91,0.471,4.492,36.636,1871.893,152.151,1534.853,1191.0,76.174,10.886,78.814,4460.888,21.359,144.722
4995,0.0,4.058,23.836,33.484,0.002,27.736,5.849,27.438,1885.382,275.968,1505.599,1175.252,48.599,77.919,77.867,4481.055,8.238,165.232,0.0,1.232,1.233,20.083,0.446,10.134,5.343,35.72,1879.009,203.18,1524.728,1185.175,65.741,39.494,78.317,4477.246,13.466,156.702,4.096,0.773,0.062,12.53,5.45,0.531,4.637,36.275,1874.021,167.18,1534.206,1190.815,76.358,13.113,78.93,4475.804,19.965,146.877
4996,0.0,3.539,24.169,34.692,0.002,29.773,5.992,27.298,1888.209,289.418,1504.638,1174.939,47.165,83.622,77.98,4491.547,7.286,166.722,0.0,1.224,1.246,22.22,0.351,10.964,5.429,35.587,1881.176,214.498,1524.427,1185.031,65.487,42.247,78.438,4488.436,12.586,158.115,4.134,0.788,0.054,14.464,5.784,0.414,4.656,36.009,1875.65,176.029,1535.625,1191.417,77.139,12.662,79.126,4488.115,19.807,147.239
4997,0.0,5.853,33.209,38.934,0.002,29.24,6.04,27.216,1893.217,313.434,1506.579,1175.614,48.475,82.666,78.17,4519.484,7.657,166.339,0.0,1.46,1.777,24.442,0.392,11.631,5.514,35.493,1884.118,228.589,1526.811,1185.527,65.435,44.629,78.63,4505.492,12.294,158.666,3.879,0.843,0.086,16.752,5.508,0.674,4.792,35.928,1878.38,188.638,1536.654,1191.791,77.326,15.744,79.257,4504.083,18.707,148.97
4998,0.0,5.999,36.785,39.718,0.002,29.192,6.166,27.127,1897.907,337.996,1509.743,1176.968,49.221,85.048,78.329,4549.807,7.434,166.897,0.0,1.566,2.301,27.587,0.269,12.987,5.632,35.191,1888.55,250.706,1530.05,1186.356,64.623,50.603,78.781,4530.753,11.42,160.13,3.742,0.898,0.101,20.021,5.206,0.623,4.946,35.709,1882.468,207.811,1540.652,1193.633,77.891,19.067,79.409,4531.332,17.815,150.456
4999,0.0,9.014,39.636,38.24,0.003,27.399,6.259,26.993,1903.607,366.546,1515.499,1179.553,51.851,83.612,78.511,4590.847,7.927,166.452,0.0,1.891,3.05,28.338,0.259,13.073,5.773,34.745,1893.321,274.536,1535.198,1188.572,65.276,53.885,78.954,4563.394,11.274,160.603,3.48,0.987,0.147,22.169,4.668,0.882,5.167,35.363,1887.414,231.427,1545.121,1195.792,78.136,24.207,79.518,4563.46,16.687,152.351
5000,0.0,6.087,33.817,35.763,0.003,24.912,6.321,26.712,1905.09,374.35,1523.221,1182.855,55.018,82.93,78.654,4617.657,8.425,165.929,0.0,1.801,3.031,28.615,0.232,12.658,5.914,33.864,1898.203,299.703,1541.423,1191.338,66.467,57.869,79.083,4600.725,11.201,161.025,3.297,1.047,0.16,23.507,4.061,0.877,5.405,34.625,1893.305,260.904,1551.576,1198.648,78.777,30.072,79.599,4604.748,15.86,153.898
