t_saat,AN_SO2,AN_SF,AN_SA,AN_SNH4,AN_SNO3,AN_SPO4,AN_SALK,AN_SN2,AN_XI,AN_XS,AN_XH,AN_XPAO,AN_XPP,AN_XPHA,AN_XAUT,AN_XTSS,AN_XMeOH,AN_XMeP,AX_SO2,AX_SF,AX_SA,AX_SNH4,AX_SNO3,AX_SPO4,AX_SALK,AX_SN2,AX_XI,AX_XS,AX_XH,AX_XPAO,AX_XPP,AX_XPHA,AX_XAUT,AX_XTSS,AX_XMeOH,AX_XMeP,AE_SO2,AE_SF,AE_SA,AE_SNH4,AE_SNO3,AE_SPO4,AE_SALK,AE_SN2,AE_XI,AE_XS,AE_XH,AE_XPAO,AE_XPP,AE_XPHA,AE_XAUT,AE_XTSS,AE_XMeOH,AE_XMeP
4171,0.0,1.282,2.934,16.603,0.002,22.992,6.171,25.263,1772.682,139.496,1404.008,1150.149,46.633,114.86,79.833,4201.051,8.89,167.898,0.0,0.849,0.623,7.916,0.194,6.002,5.797,32.533,1771.882,104.94,1422.655,1162.611,65.575,72.298,80.279,4233.256,20.037,151.428,5.636,0.713,0.023,0.906,5.67,0.039,4.997,32.484,1766.3,76.649,1439.783,1174.459,73.993,31.885,80.854,4231.657,32.056,133.676
4172,0.0,1.669,4.666,19.035,0.002,26.447,6.101,25.395,1774.069,144.627,1397.059,1150.671,43.264,111.91,79.58,4187.319,8.248,168.582,0.0,0.815,0.569,8.309,0.246,6.775,5.731,32.812,1770.784,98.816,1415.943,1163.45,64.668,63.297,80.019,4214.068,19.13,152.41,5.602,0.62,0.021,1.009,5.623,0.054,4.936,32.818,1764.601,69.986,1431.874,1174.532,74.101,22.45,80.559,4212.434,32.053,133.355
4173,0.0,1.808,6.71,21.984,0.002,29.334,6.098,25.554,1776.765,162.112,1391.278,1151.787,40.561,108.702,79.38,4187.312,7.818,168.902,0.0,0.824,0.546,9.397,0.321,7.405,5.688,33.064,1770.641,101.286,1409.625,1164.331,63.978,55.803,79.821,4204.097,18.233,153.389,5.35,0.585,0.021,1.526,5.834,0.074,4.872,33.103,1764.085,70.122,1422.881,1173.614,73.864,17.9,80.416,4200.034,30.442,135.396
4174,0.0,2.072,6.876,24.51,0.002,32.522,6.042,25.707,1778.569,171.565,1384.096,1151.598,37.409,109.595,79.246,4179.642,6.663,170.343,0.0,0.854,0.56,10.677,0.305,8.015,5.657,33.616,1771.377,106.361,1403.056,1164.265,63.239,51.945,79.706,4197.984,16.891,155.036,5.355,0.584,0.018,1.777,6.638,0.08,4.733,33.461,1763.947,71.643,1416.231,1172.705,73.813,13.412,80.422,4191.533,29.495,136.46
4175,0.0,2.427,10.956,27.62,0.002,33.07,5.894,25.915,1779.921,178.702,1379.032,1151.593,37.385,104.654,79.239,4178.137,7.127,169.62,0.0,0.866,0.523,12.049,0.558,8.153,5.557,34.105,1771.923,110.623,1398.343,1164.178,63.262,47.901,79.718,4194.911,16.438,155.47,4.957,0.589,0.022,2.951,6.956,0.118,4.662,33.968,1764.921,76.801,1409.606,1170.948,73.537,13.592,80.451,4188.498,27.451,139.173
4176,0.0,2.239,10.016,29.73,0.002,35.161,5.903,26.158,1781.3,184.177,1373.916,1150.997,35.707,106.257,79.296,4174.056,6.195,170.878,0.0,0.883,0.52,13.845,0.465,8.152,5.503,34.874,1773.219,115.787,1394.208,1163.822,63.448,46.012,79.791,4195.454,15.67,156.448,4.959,0.611,0.018,3.87,7.716,0.101,4.498,34.549,1765.863,80.276,1405.897,1170.266,73.645,11.509,80.644,4187.329,26.591,140.23
4177,0.0,3.367,16.184,31.477,0.002,35.845,5.905,26.46,1784.562,196.826,1370.485,1150.369,35.929,104.042,79.459,4181.637,6.471,170.367,0.0,0.936,0.574,14.973,0.74,8.472,5.434,35.531,1774.575,120.291,1391.458,1163.254,63.577,44.57,79.972,4196.565,15.378,156.727,4.721,0.621,0.023,5.147,8.043,0.141,4.409,35.261,1767.256,84.404,1402.224,1168.853,73.759,11.957,80.821,4188.041,25.48,141.693
4178,0.0,4.154,24.789,31.919,0.003,30.958,5.903,26.853,1788.432,217.362,1372.361,1151.892,41.618,91.885,79.771,4213.761,8.028,168.21,0.0,1.173,0.96,17.232,0.85,9.221,5.437,35.575,1778.007,137.44,1392.02,1163.123,63.356,45.796,80.258,4212.893,14.841,157.489,4.175,0.711,0.048,8.801,6.804,0.216,4.604,35.77,1771.458,101.316,1399.983,1168.612,73.622,17.42,80.942,4205.969,22.417,146.139
4179,0.0,7.04,32.143,32.839,0.003,27.472,6.09,27.031,1793.319,238.072,1376.17,1153.912,46.237,85.358,80.047,4249.392,8.844,167.327,0.0,1.535,1.632,19.759,0.507,9.765,5.57,35.276,1782.848,159.444,1394.962,1163.695,63.402,49.036,80.509,4239.026,14.159,158.687,3.86,0.833,0.08,12.379,5.649,0.237,4.835,35.698,1776.787,123.208,1402.744,1169.634,73.834,21.98,81.129,4234.49,20.362,149.302
4180,0.0,5.992,33.162,32.857,0.003,27.325,6.198,26.987,1797.818,255.482,1380.932,1155.492,47.004,88.737,80.287,4276.573,8.508,167.986,0.0,1.606,1.901,21.717,0.383,10.954,5.723,34.959,1788.029,178.097,1399.76,1164.78,62.821,55.131,80.748,4264.88,13.092,160.444,3.694,0.903,0.091,14.729,5.358,0.244,5.011,35.446,1782.043,140.793,1408.855,1171.416,74.41,26.102,81.384,4263.986,19.292,151.072
4181,0.0,5.316,28.434,34.015,0.003,27.558,6.275,26.885,1801.156,264.609,1386.617,1157.381,47.385,92.403,80.536,4296.674,8.274,168.5,0.0,1.556,1.624,22.691,0.408,10.641,5.81,34.767,1792.231,190.004,1405.479,1166.888,63.751,57.527,81.002,4288.977,12.825,161.012,3.634,0.934,0.081,15.811,5.412,0.214,5.104,35.234,1786.536,152.817,1415.553,1173.772,75.04,28.465,81.65,4288.59,18.867,151.871
4182,0.0,6.298,30.961,33.834,0.003,27.076,6.29,26.792,1806.587,283.086,1393.657,1159.867,48.59,93.279,80.8,4328.041,8.457,168.526,0.0,1.677,1.837,23.719,0.398,10.624,5.879,34.602,1796.712,202.002,1412.564,1169.336,64.527,59.306,81.265,4313.941,12.875,161.177,3.53,0.976,0.092,17.12,5.304,0.225,5.2,35.066,1790.944,163.486,1422.66,1176.227,75.727,30.52,81.898,4312.487,18.675,152.373
4183,0.0,6.467,30.365,32.46,0.003,25.534,6.403,26.683,1810.498,291.206,1402.639,1162.83,50.846,92.653,81.07,4355.015,8.969,168.06,0.0,1.793,2.069,23.726,0.375,10.693,5.961,34.236,1801.783,216.82,1421.133,1171.893,65.159,62.369,81.527,4343.277,12.89,161.452,3.361,1.035,0.112,17.93,4.89,0.261,5.336,34.797,1796.376,179.403,1431.029,1178.67,76.314,34.812,82.118,4343.413,18.201,153.362
4184,0.0,6.296,26.538,29.969,0.004,22.747,6.596,26.456,1814.347,300.562,1412.99,1165.996,54.116,90.645,81.317,4386.528,9.895,166.995,0.0,1.828,2.044,23.205,0.366,9.721,6.128,33.532,1806.383,229.034,1430.222,1174.645,66.886,63.777,81.763,4373.29,13.404,161.05,3.237,1.084,0.122,18.307,4.374,0.257,5.549,34.194,1801.61,194.133,1439.845,1181.095,76.986,39.003,82.303,4373.828,17.964,154.07
4185,0.0,5.443,21.798,28.209,0.004,20.768,6.688,26.091,1816.351,299.096,1423.045,1168.826,56.347,90.145,81.52,4405.594,10.796,166.074,0.0,1.758,1.805,22.062,0.356,8.75,6.277,32.728,1810.476,238.693,1439.375,1177.266,68.422,64.606,81.959,4399.86,14.212,160.267,3.207,1.112,0.114,17.585,4.108,0.214,5.738,33.392,1806.371,206.748,1449.245,1183.602,77.634,41.288,82.48,4401.368,18.456,153.748
4186,0.0,3.526,13.761,26.276,0.003,21.084,6.75,25.762,1815.272,276.712,1430.941,1171.023,56.226,91.846,81.684,4398.056,10.665,166.402,0.0,1.471,1.148,20.703,0.383,7.839,6.34,32.31,1811.978,230.736,1447.448,1179.925,69.774,62.746,82.131,4408.04,14.957,159.476,3.388,1.076,0.073,16.061,4.46,0.138,5.755,32.836,1808.525,202.528,1458.775,1186.616,78.284,38.717,82.699,4411.61,19.716,152.235
4187,0.0,2.795,8.016,22.212,0.003,21.287,6.735,25.614,1813.714,251.269,1437.019,1173.005,56.354,88.675,81.854,4383.774,10.44,166.68,0.0,1.26,0.744,18.038,0.459,6.715,6.325,32.389,1811.664,210.847,1454.345,1182.69,71.422,56.202,82.315,4402.813,15.892,158.209,3.622,1.022,0.047,13.512,5.062,0.101,5.666,32.742,1808.458,184.421,1466.794,1189.491,78.939,32.058,82.936,4405.557,21.222,150.17
4188,0.0,2.537,6.823,18.048,0.004,19.728,6.594,25.594,1812.505,230.568,1443.455,1175.168,58.728,78.143,82.054,4376.171,11.474,165.207,0.0,1.145,0.599,14.411,0.6,5.641,6.243,32.39,1810.79,191.236,1460.518,1184.959,73.242,47.09,82.515,4395.077,17.257,156.283,3.735,0.96,0.041,10.455,5.105,0.102,5.613,32.767,1807.891,166.866,1471.898,1190.98,79.577,25.864,83.105,4395.976,22.301,148.669
4189,0.001,1.878,4.32,16.32,0.004,18.588,6.594,25.583,1810.321,205.866,1446.9,1175.778,59.97,70.45,82.191,4358.959,11.724,164.739,0.0,1.036,0.498,11.669,0.533,4.87,6.175,32.518,1809.685,172.376,1464.254,1185.738,74.685,39.1,82.654,4383.618,18.499,154.498,4.08,0.909,0.03,7.203,5.417,0.082,5.484,32.777,1806.717,148.507,1476.414,1191.494,80.428,18.173,83.287,4383.403,24.001,146.224
4190,0.001,1.545,3.04,15.93,0.004,17.093,6.484,25.633,1807.148,176.269,1448.337,1174.762,61.685,61.278,82.306,4334.423,12.439,163.545,0.0,0.911,0.386,9.853,0.628,3.894,6.085,32.806,1807.649,149.533,1466.349,1184.975,76.241,30.655,82.779,4365.387,20.181,151.977,4.414,0.823,0.022,4.797,5.848,0.083,5.347,32.977,1804.813,127.926,1478.735,1189.814,81.154,11.616,83.436,4364.704,25.956,143.308
4191,0.001,2.037,4.772,16.921,0.004,16.381,6.405,25.702,1806.408,165.15,1449.917,1172.48,63.009,54.439,82.431,4324.213,14.002,161.015,0.0,0.852,0.366,9.176,0.827,3.511,5.974,32.706,1805.547,131.85,1466.96,1182.125,77.296,24.329,82.895,4347.339,21.915,149.331,4.536,0.735,0.022,4.007,5.63,0.112,5.294,33.026,1802.831,111.849,1477.309,1185.688,81.737,8.509,83.488,4345.545,27.276,141.308
4192,0.0,1.555,3.425,16.752,0.004,16.857,6.276,25.691,1804.851,152.769,1448.394,1168.38,62.758,53.594,82.506,4307.409,13.694,161.283,0.0,0.792,0.324,9.239,0.754,3.545,5.919,32.726,1804.367,122.045,1465.28,1177.894,77.652,22.381,82.969,4333.409,22.422,148.406,4.721,0.68,0.018,3.735,5.822,0.122,5.212,32.95,1801.267,101.352,1475.374,1180.85,82.262,6.638,83.598,4330.419,28.342,139.583
4193,0.0,1.521,3.31,17.057,0.003,17.443,6.169,25.71,1803.573,142.151,1443.947,1162.905,62.128,54.32,82.554,4288.165,12.935,162.206,0.0,0.739,0.299,8.772,0.728,3.177,5.796,33.125,1802.847,110.421,1461.966,1172.848,78.479,20.271,83.032,4316.972,23.231,147.077,5.049,0.62,0.013,2.804,6.508,0.13,5.014,33.128,1799.255,89.368,1472.768,1174.994,82.899,4.699,83.734,4312.42,29.886,137.137
4194,0.0,1.288,2.956,16.772,0.002,20.985,6.136,25.807,1803.9,138.953,1436.387,1156.123,58.363,63.179,82.528,4267.109,10.326,165.688,0.0,0.73,0.339,8.424,0.491,3.355,5.718,34.028,1802.161,102.264,1456.746,1166.972,78.648,20.839,83.025,4300.823,23.664,146.234,5.588,0.558,0.01,1.526,7.558,0.158,4.764,33.599,1796.969,77.26,1469.548,1167.9,83.671,3.068,83.837,4292.604,32.263,133.415
4195,0.0,1.44,3.404,18.513,0.003,22.969,6.043,26.006,1803.357,134.609,1430.033,1149.023,56.835,67.395,82.49,4248.847,10.046,165.923,0.0,0.674,0.275,8.112,0.734,3.915,5.619,34.451,1801.002,95.753,1450.655,1160.047,78.276,22.912,82.99,4283.278,23.177,146.635,5.589,0.528,0.011,1.412,7.357,0.165,4.711,34.21,1795.574,71.138,1462.771,1160.862,84.062,4.036,83.698,4275.715,32.821,132.32
4196,0.0,1.776,5.674,21.422,0.003,23.475,5.962,26.26,1804.464,145.536,1425.585,1143.101,57.025,68.355,82.485,4249.33,10.64,164.934,0.0,0.688,0.301,9.453,0.859,4.212,5.552,34.495,1800.12,95.622,1444.433,1153.836,78.233,24.052,82.968,4271.83,22.721,147.066,5.27,0.528,0.013,2.257,6.933,0.152,4.707,34.557,1795.051,71.06,1454.339,1155.581,84.088,5.21,83.643,4264.021,31.534,133.967
4197,0.0,1.535,4.317,22.795,0.002,25.999,5.974,26.436,1805.264,150.032,1418.489,1137.587,54.543,75.397,82.48,4238.746,8.904,167.258,0.0,0.71,0.314,10.468,0.637,4.505,5.522,35.076,1800.543,99.315,1437.951,1148.876,78.06,25.959,82.974,4265.504,21.608,148.472,5.336,0.532,0.011,2.404,7.596,0.137,4.552,34.875,1794.505,71.309,1448.332,1150.749,84.376,4.737,83.771,4254.694,31.263,134.126
4198,0.0,2.12,7.295,24.083,0.003,25.779,5.946,26.643,1806.138,157.516,1413.468,1132.858,55.536,74.028,82.586,4238.203,9.826,165.816,0.0,0.723,0.319,11.246,1.096,4.964,5.441,35.162,1800.357,101.375,1432.191,1143.897,77.841,27.258,83.089,4257.52,20.926,149.254,4.978,0.546,0.015,3.457,7.48,0.16,4.529,35.263,1794.852,74.526,1441.403,1146.217,84.363,6.597,83.826,4248.687,29.706,136.196
4199,0.0,2.637,11.46,25.273,0.003,26.407,6.02,26.8,1809.236,179.813,1409.981,1129.625,55.764,75.385,82.757,4252.872,9.872,165.737,0.0,0.837,0.444,12.728,1.034,5.663,5.465,35.195,1801.893,113.462,1428.125,1140.275,77.414,29.628,83.248,4261.461,19.668,150.969,4.681,0.598,0.022,5.161,7.113,0.161,4.58,35.373,1796.321,83.53,1436.248,1143.378,84.341,8.334,83.959,4251.303,27.55,139.217
4200,0.0,3.512,16.77,26.952,0.003,26.736,6.051,26.879,1812.619,198.062,1408.002,1127.534,56.191,76.683,82.969,4268.012,9.821,166.018,0.0,1.004,0.659,14.332,0.931,6.864,5.529,35.148,1804.464,128.586,1426.146,1137.711,76.481,33.645,83.455,4271.0,17.958,153.452,4.347,0.667,0.034,6.992,6.654,0.194,4.693,35.419,1798.876,96.638,1433.975,1141.558,84.382,11.046,84.135,4262.298,25.243,142.536
4201,0.0,3.164,16.129,32.796,0.003,28.05,6.218,27.429,1815.137,211.989,1403.919,1124.929,55.21,83.874,82.724,4275.925,8.713,167.799,0.0,1.164,2.314,19.657,0.027,13.312,5.765,34.31,1807.315,147.141,1416.237,1132.181,69.841,51.295,83.12,4263.725,14.155,158.981,0.155,0.811,0.211,13.446,0.678,1.01,5.482,37.34,1801.608,116.959,1426.202,1137.714,83.597,21.259,83.361,4273.309,22.425,146.636
4202,0.0,4.95,23.322,36.224,0.003,29.801,6.379,27.302,1820.077,240.737,1393.309,1119.928,52.261,100.042,82.141,4287.808,6.873,170.657,0.0,1.337,4.123,26.246,0.004,20.025,6.058,32.601,1810.47,169.757,1401.03,1125.563,62.201,77.888,82.499,4256.455,8.931,166.528,0.117,1.122,0.567,20.895,0.123,6.909,5.87,35.18,1804.614,139.911,1409.586,1130.356,76.084,50.172,82.667,4267.414,13.693,159.124
4203,0.0,6.316,35.331,37.818,0.003,32.4,6.537,26.257,1826.511,282.844,1379.448,1113.151,45.809,126.381,81.446,4301.058,4.768,173.843,0.0,1.612,7.741,31.227,0.003,27.688,6.316,30.636,1815.907,205.032,1386.262,1118.392,52.53,112.044,81.79,4257.789,4.968,172.419,0.099,1.403,0.969,27.545,0.081,16.601,6.192,32.683,1809.914,173.059,1393.768,1122.4,64.259,88.758,81.929,4262.509,6.352,169.827
4204,0.0,6.48,37.355,40.245,0.003,36.573,6.756,25.085,1830.564,309.702,1365.389,1105.3,35.181,162.093,80.701,4291.633,3.564,175.729,0.0,1.748,9.748,35.46,0.002,36.319,6.536,28.766,1821.354,239.294,1372.071,1110.381,40.276,151.677,81.037,4252.11,3.213,175.175,0.09,1.621,1.272,32.565,0.065,27.17,6.424,30.509,1815.72,208.696,1379.89,1114.125,50.881,130.878,81.164,4256.449,3.668,173.935
4205,0.0,7.19,39.672,41.216,0.003,40.241,6.824,24.154,1835.358,339.835,1352.071,1097.249,23.985,198.493,79.956,4284.095,3.068,176.715,0.0,1.871,11.428,38.392,0.001,43.131,6.671,27.339,1825.907,266.002,1358.806,1102.28,28.334,189.977,80.288,4240.58,2.567,176.34,0.085,1.773,1.521,36.13,0.057,35.321,6.584,28.896,1820.287,235.249,1367.153,1105.997,38.466,170.458,80.409,4244.581,2.789,175.417
4206,0.0,7.551,45.514,42.375,0.003,41.546,6.84,23.394,1839.592,367.868,1340.016,1089.041,14.358,230.617,79.206,4277.984,2.908,177.299,0.0,2.019,15.986,40.339,0.001,47.585,6.701,26.168,1830.615,294.68,1346.763,1093.981,17.371,225.378,79.533,4232.88,2.285,177.039,0.076,2.013,2.26,38.54,0.043,42.299,6.64,27.534,1825.092,263.491,1355.421,1097.389,25.669,209.921,79.645,4233.18,2.353,176.318
4207,0.001,5.529,38.501,41.718,0.003,34.106,6.859,22.936,1840.349,361.379,1346.097,1090.4,20.798,238.287,79.164,4305.747,3.612,176.595,0.0,2.27,5.434,37.425,0.175,30.9,6.751,27.425,1834.08,299.233,1362.044,1097.887,28.476,225.564,79.593,4292.136,3.298,175.964,2.633,1.385,0.303,33.299,3.702,16.935,6.478,27.513,1829.592,264.176,1374.127,1106.209,44.459,198.564,80.148,4315.901,3.959,174.44
4208,0.0,5.019,26.231,37.183,0.003,26.695,6.792,23.244,1840.768,344.46,1358.344,1096.19,32.358,237.756,79.399,4346.177,5.439,174.109,0.0,1.945,2.397,33.748,0.267,14.32,6.746,28.606,1835.863,288.496,1376.027,1104.924,44.819,214.609,79.848,4349.671,6.602,171.548,2.972,1.262,0.154,29.473,4.511,0.274,6.364,28.622,1831.802,255.594,1388.715,1113.707,59.616,185.595,80.459,4370.521,9.341,167.124
4209,0.0,5.753,25.302,30.899,0.003,23.058,6.76,23.725,1843.181,337.747,1371.435,1102.97,38.271,230.453,79.663,4374.77,8.054,170.474,0.0,1.94,2.169,28.692,0.328,9.953,6.571,29.491,1837.574,277.388,1389.32,1112.018,50.882,204.605,80.11,4373.177,10.816,165.725,3.085,1.267,0.152,25.207,4.514,0.172,6.097,29.58,1833.536,244.766,1401.117,1120.061,61.103,177.717,80.68,4378.86,14.616,159.852
4210,0.0,5.124,21.485,27.465,0.004,20.292,6.756,24.12,1843.792,325.919,1385.204,1109.706,42.036,220.687,79.891,4390.644,10.138,167.713,0.0,1.886,2.044,24.145,0.326,8.687,6.498,29.819,1839.56,271.78,1401.885,1118.318,53.362,197.124,80.325,4390.334,13.27,162.45,3.076,1.265,0.155,20.736,4.078,0.162,6.025,30.113,1836.007,241.437,1412.789,1125.722,62.383,172.739,80.844,4394.245,17.245,156.357
4211,0.0,2.64,11.405,24.968,0.003,21.883,6.824,24.309,1841.902,299.033,1393.634,1114.34,40.832,219.201,80.023,4376.423,9.748,168.367,0.0,1.511,1.213,21.148,0.285,8.016,6.442,30.324,1839.729,254.538,1410.981,1123.744,54.791,189.189,80.47,4390.201,14.497,160.841,3.46,1.222,0.091,16.626,4.801,0.08,5.82,30.481,1836.196,223.892,1425.243,1132.629,63.556,160.465,81.1,4394.247,19.968,152.574
4212,0.0,2.684,8.08,22.518,0.004,18.653,6.821,24.558,1838.109,261.724,1404.161,1120.9,44.748,199.932,80.239,4361.349,11.533,165.677,0.0,1.343,0.826,17.821,0.519,5.883,6.392,30.682,1837.754,226.998,1420.91,1130.675,57.795,172.228,80.686,4382.137,16.428,158.088,3.415,1.148,0.085,13.732,4.6,0.087,5.794,30.972,1835.397,203.421,1432.579,1138.091,64.264,149.597,81.225,4385.314,21.023,151.141
4213,0.0,2.287,6.158,19.083,0.004,16.219,6.809,24.671,1834.823,233.518,1411.954,1126.585,47.822,182.244,80.364,4348.559,13.339,163.141,0.0,1.255,0.773,15.306,0.418,4.808,6.388,30.618,1835.255,202.795,1427.495,1135.997,59.768,156.793,80.797,4369.172,18.55,155.097,3.646,1.121,0.076,11.402,4.298,0.063,5.807,30.975,1833.249,181.447,1438.805,1143.22,65.182,135.645,81.32,4371.364,22.902,148.507
4214,0.001,1.828,4.412,16.633,0.004,16.467,6.654,24.711,1832.238,209.175,1414.966,1130.378,47.631,170.782,80.418,4327.047,13.192,163.295,0.0,1.149,0.694,12.536,0.351,4.444,6.3,30.943,1832.959,179.34,1431.402,1140.457,60.73,142.489,80.861,4351.333,20.011,152.997,4.022,1.083,0.06,8.141,4.833,0.045,5.653,31.128,1830.472,156.227,1444.515,1148.678,66.078,118.142,81.453,4351.78,25.458,144.8
4215,0.0,1.66,3.754,15.362,0.004,15.989,6.436,24.833,1829.248,181.667,1417.173,1134.35,48.205,155.537,80.472,4302.041,13.647,162.389,0.0,1.027,0.559,10.23,0.434,3.773,6.127,31.338,1830.314,155.332,1434.13,1145.066,61.852,125.981,80.923,4330.967,21.424,150.831,4.245,1.002,0.051,5.55,5.051,0.041,5.482,31.49,1827.804,133.745,1446.893,1153.232,66.675,101.804,81.504,4330.43,27.259,142.099
4216,0.001,1.284,2.581,15.025,0.004,15.353,6.297,24.976,1826.522,153.434,1417.007,1137.674,49.253,139.207,80.46,4274.979,14.008,161.764,0.0,0.935,0.523,8.842,0.366,3.328,5.974,31.66,1827.709,132.932,1433.928,1148.723,62.839,109.839,80.907,4308.001,22.944,148.498,4.629,0.946,0.043,3.688,5.12,0.033,5.31,31.789,1824.902,112.781,1446.995,1157.182,67.295,84.891,81.485,4306.975,29.233,139.086
4217,0.001,1.789,4.554,14.952,0.004,16.25,6.188,25.112,1826.001,148.922,1415.579,1140.915,48.952,125.656,80.405,4263.258,14.535,160.814,0.0,0.881,0.513,8.026,0.414,3.303,5.841,31.779,1825.48,116.891,1431.891,1151.996,63.45,93.771,80.845,4287.016,24.128,146.644,4.772,0.837,0.04,2.829,4.892,0.036,5.199,32.003,1822.372,96.626,1443.537,1160.085,67.877,69.42,81.373,4284.195,30.629,136.926
4218,0.0,1.625,5.04,15.393,0.003,18.899,6.169,25.192,1826.289,155.877,1411.894,1143.672,46.313,118.863,80.303,4255.527,13.077,162.633,0.0,0.879,0.557,7.789,0.347,4.289,5.777,31.845,1824.438,113.724,1427.814,1154.663,62.569,82.665,80.737,4273.072,23.376,147.485,4.895,0.77,0.036,2.272,4.827,0.041,5.112,32.083,1820.576,89.3,1439.023,1163.12,68.262,55.312,81.267,4268.302,31.079,136.075
4219,0.0,1.331,3.153,15.855,0.002,22.363,6.129,25.249,1825.295,147.9,1403.651,1143.937,42.208,118.161,80.112,4229.074,9.599,167.42,0.0,0.88,0.68,7.815,0.173,5.598,5.73,32.295,1823.867,109.085,1420.949,1155.683,61.004,76.009,80.554,4255.278,21.445,150.003,5.515,0.756,0.025,1.135,5.489,0.034,4.936,32.308,1818.341,79.958,1435.923,1166.564,68.774,38.795,81.151,4250.626,32.464,133.746
4220,0.0,1.708,4.984,17.194,0.003,24.098,6.042,25.354,1824.476,143.531,1397.252,1145.179,40.813,109.727,79.898,4210.543,9.688,167.094,0.0,0.821,0.526,7.751,0.329,6.107,5.655,32.492,1822.183,101.524,1414.993,1157.354,60.355,65.555,80.336,4236.124,20.267,151.383,5.327,0.646,0.026,1.254,5.273,0.057,4.913,32.607,1816.85,74.768,1428.707,1167.472,68.728,29.44,80.856,4233.959,31.631,134.629
4221,0.0,1.704,5.096,20.586,0.002,25.864,5.969,25.474,1824.324,146.447,1391.356,1146.759,39.347,103.261,79.713,4200.178,8.863,168.147,0.0,0.821,0.544,8.826,0.292,6.413,5.614,32.697,1821.225,100.52,1408.679,1158.756,60.142,56.625,80.15,4224.147,19.433,152.346,5.333,0.626,0.022,1.516,5.473,0.058,4.847,32.805,1815.722,73.049,1421.237,1167.948,68.672,21.971,80.726,4221.05,30.359,136.2
4222,0.0,1.91,7.001,24.131,0.002,27.588,6.013,25.589,1824.724,153.315,1384.92,1147.448,38.143,98.12,79.591,4193.474,8.498,168.609,0.0,0.813,0.501,10.429,0.406,6.648,5.56,33.025,1820.505,100.968,1402.49,1159.483,60.096,49.382,80.043,4214.611,18.618,153.336,5.146,0.594,0.021,2.221,5.985,0.078,4.738,33.062,1814.858,72.825,1414.081,1167.417,68.714,16.599,80.687,4210.473,29.218,137.621
4223,0.0,2.066,7.725,26.099,0.002,29.75,6.056,25.73,1826.018,165.758,1378.487,1147.261,36.173,97.275,79.562,4191.175,7.677,169.685,0.0,0.826,0.482,11.941,0.455,6.759,5.559,33.612,1820.527,105.129,1396.94,1159.536,60.231,44.53,80.035,4210.49,17.901,154.222,5.082,0.59,0.019,3.006,6.81,0.087,4.612,33.455,1814.348,74.25,1408.148,1166.342,68.921,12.632,80.786,4203.41,28.404,138.616
4224,0.0,3.626,16.285,29.056,0.003,27.478,5.934,25.959,1827.35,179.753,1376.125,1148.121,39.369,86.248,79.723,4204.469,9.395,167.263,0.0,0.969,0.662,13.898,0.856,7.047,5.496,33.731,1820.911,115.012,1393.887,1159.368,60.375,41.053,80.198,4213.845,17.7,154.45,4.504,0.633,0.035,5.678,6.421,0.151,4.692,33.867,1815.674,84.942,1402.079,1164.666,68.721,14.987,80.854,4207.465,25.663,142.539
4225,0.0,5.337,28.052,31.897,0.003,26.621,5.945,26.132,1832.851,213.416,1375.508,1149.001,40.944,83.335,79.93,4237.69,9.502,167.242,0.0,1.268,1.229,17.516,0.552,8.292,5.534,33.883,1823.769,135.147,1393.682,1159.106,59.44,43.697,80.393,4230.113,16.345,156.51,4.198,0.727,0.058,9.439,5.915,0.175,4.784,34.047,1818.154,101.071,1401.155,1164.662,68.778,17.261,81.041,4223.404,23.419,145.887
4226,0.0,3.701,26.507,31.939,0.002,29.163,6.066,26.261,1836.158,233.506,1375.559,1149.14,38.867,90.25,80.133,4253.706,8.169,169.25,0.0,1.269,1.196,19.32,0.454,9.679,5.583,34.239,1827.425,153.768,1394.871,1159.281,58.217,48.556,80.609,4248.07,14.527,159.188,4.114,0.781,0.052,11.312,6.264,0.166,4.759,34.345,1821.167,115.142,1404.326,1165.653,69.062,18.375,81.338,4242.37,22.276,147.583
4227,0.0,3.89,23.037,31.134,0.002,30.677,6.039,26.428,1837.146,235.369,1377.138,1149.652,38.056,93.53,80.38,4257.605,7.533,170.194,0.0,1.246,1.009,19.573,0.549,9.574,5.598,34.712,1829.467,160.688,1397.272,1160.391,58.858,48.866,80.871,4260.76,13.908,160.124,4.062,0.804,0.046,11.884,6.656,0.164,4.736,34.776,1823.526,122.876,1407.843,1166.823,69.495,18.537,81.63,4256.257,21.571,148.628
4228,0.0,5.289,26.611,33.381,0.003,28.434,6.007,26.636,1838.698,239.306,1382.206,1151.449,41.131,88.408,80.691,4274.889,8.324,169.253,0.0,1.402,1.266,20.515,0.602,9.576,5.582,34.841,1831.487,167.637,1401.891,1161.72,59.612,49.129,81.172,4275.84,13.867,160.301,3.837,0.849,0.065,13.184,6.099,0.214,4.829,35.107,1826.269,132.526,1411.235,1167.809,69.932,21.386,81.842,4273.455,20.374,150.476
