t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
4813,289.94,26.596,5.814,3.471,97.911,18.768,0.347,3.471,1.025,0.084,18.768,4.272,0.347,5.698,31.981,1883.663,290.68,1566.637,1196.308,84.619,23.437,79.948,4645.694,18.986,149.967
4814,308.977,26.442,5.166,3.635,98.24,16.029,0.279,3.635,0.99,0.061,16.029,4.686,0.279,5.607,31.979,1882.083,280.489,1572.495,1198.477,85.376,18.624,80.087,4643.296,19.925,148.55
4815,224.352,21.429,3.99,3.721,96.331,13.622,0.297,3.721,0.959,0.052,13.622,4.786,0.297,5.502,32.079,1880.242,269.165,1576.967,1199.08,85.908,15.126,80.197,4637.301,20.598,147.47
4816,288.279,25.655,3.462,4.045,94.724,10.735,0.243,4.045,0.918,0.038,10.735,5.464,0.243,5.303,32.272,1877.483,249.885,1582.155,1198.432,86.578,9.846,80.375,4623.158,22.337,144.876
4817,186.955,26.604,5.874,4.264,91.908,8.228,0.3,4.264,0.863,0.028,8.228,6.439,0.3,5.058,32.816,1875.075,229.171,1586.638,1195.5,87.012,6.965,80.583,4606.247,23.836,142.55
4818,223.47,30.352,4.517,4.551,95.982,6.019,0.34,4.551,0.807,0.021,6.019,7.481,0.34,4.793,33.556,1872.497,205.026,1590.282,1191.076,87.539,4.812,80.8,4585.256,25.311,140.222
4819,254.942,27.675,4.925,4.651,100.056,4.732,0.405,4.651,0.758,0.019,4.732,7.855,0.405,4.587,34.415,1870.211,184.137,1590.917,1185.898,87.792,4.796,80.924,4564.285,25.75,139.366
4820,299.844,29.886,5.255,4.724,102.574,4.164,0.4,4.724,0.725,0.02,4.164,7.55,0.4,4.469,35.147,1868.27,169.126,1589.427,1181.37,87.968,4.951,80.976,4546.733,25.602,139.379
4821,315.166,37.301,5.824,4.933,102.61,3.352,0.395,4.933,0.693,0.018,3.352,7.775,0.395,4.318,35.739,1866.348,155.61,1588.221,1176.691,88.297,4.292,81.068,4530.174,26.107,138.443
4822,270.66,41.529,7.429,5.408,98.96,1.896,0.451,5.408,0.648,0.014,1.896,9.082,0.451,4.034,36.376,1863.909,138.175,1587.9,1170.708,88.832,2.898,81.196,4509.531,27.831,135.648
4823,429.752,43.048,7.496,5.04,119.621,2.638,0.522,5.04,0.623,0.018,2.638,8.538,0.522,4.035,37.124,1862.968,130.474,1581.352,1165.712,88.591,5.574,81.059,4493.841,26.18,137.777
4824,468.515,47.643,8.31,4.751,114.052,4.366,0.436,4.751,0.635,0.023,4.366,7.52,0.436,4.142,37.553,1863.201,132.687,1574.236,1163.811,88.533,7.069,81.04,4489.129,24.002,140.832
4825,563.941,56.06,7.658,0.202,128.593,9.278,1.005,0.202,0.673,0.107,9.278,1.869,1.005,4.783,40.054,1863.444,143.823,1563.9,1160.381,88.061,11.257,80.306,4486.158,22.474,142.914
4826,481.753,48.286,8.147,0.137,120.192,14.946,5.444,0.137,0.944,0.428,14.946,0.149,5.444,5.204,39.306,1864.796,161.726,1546.405,1155.157,82.37,30.517,79.632,4475.467,15.746,152.39
4827,564.568,55.881,7.358,0.116,126.98,21.414,13.33,0.116,1.096,0.62,21.414,0.095,13.33,5.577,36.842,1867.011,186.078,1526.242,1148.707,72.568,59.968,78.917,4460.306,7.523,164.112
4828,627.929,46.937,7.03,0.105,135.583,27.399,21.889,0.105,1.237,0.813,27.399,0.075,21.889,5.823,34.727,1869.781,213.11,1508.395,1142.506,62.445,90.301,78.198,4447.307,4.387,168.685
4829,556.75,55.707,7.377,0.091,126.174,32.757,32.35,0.091,1.455,1.279,32.757,0.053,32.35,6.021,32.587,1874.088,247.703,1491.365,1135.328,49.289,127.363,77.447,4434.595,3.035,170.869
4830,479.013,50.661,6.997,0.082,115.951,38.132,41.9,0.082,1.645,1.784,38.132,0.041,41.9,6.168,30.418,1878.385,283.447,1475.885,1127.177,34.789,167.164,76.654,4420.329,2.366,172.178
4831,443.47,47.308,5.745,2.987,117.242,34.868,20.414,2.987,1.149,0.234,34.868,3.749,20.414,6.029,29.687,1881.081,285.408,1487.537,1139.321,50.234,150.989,77.058,4485.494,3.609,170.643
4832,443.015,42.485,6.822,3.1,110.971,31.726,3.152,3.1,1.048,0.133,31.726,4.876,3.152,5.933,30.442,1882.481,281.176,1496.348,1149.81,65.021,132.983,77.3,4536.418,7.39,165.364
4833,454.126,41.918,6.527,3.221,110.307,29.287,0.364,3.221,1.089,0.144,29.287,4.692,0.364,5.812,31.252,1884.388,281.038,1502.879,1158.336,68.623,122.227,77.421,4554.356,12.929,157.598
4834,333.242,33.741,5.065,3.132,104.853,27.59,0.348,3.132,1.124,0.163,27.59,3.745,0.348,5.85,31.399,1887.053,290.588,1508.976,1165.358,69.873,116.993,77.45,4575.344,15.372,154.248
4835,386.084,32.502,4.643,3.2,101.231,24.876,0.243,3.2,1.141,0.16,24.876,3.47,0.243,5.839,30.944,1888.192,295.305,1515.134,1172.595,71.078,107.584,77.491,4589.321,17.589,151.277
4836,248.022,24.067,5.427,3.356,94.224,21.572,0.173,3.356,1.097,0.108,21.572,3.847,0.173,5.799,30.74,1888.715,292.852,1522.125,1180.491,71.946,95.848,77.589,4596.468,19.298,148.918
4837,297.306,27.076,4.661,3.558,99.532,17.7,0.119,3.558,1.064,0.076,17.7,4.437,0.119,5.679,30.902,1887.533,277.398,1527.976,1188.635,72.737,79.257,77.708,4588.541,20.942,146.519
4838,282.368,24.32,3.835,3.518,97.24,15.038,0.14,3.518,1.039,0.079,15.038,4.234,0.14,5.633,31.129,1886.87,267.357,1531.435,1195.148,73.156,65.692,77.746,4582.479,21.586,145.617
4839,179.264,28.393,4.308,3.699,88.183,12.678,0.111,3.699,1.018,0.062,12.678,4.27,0.111,5.562,31.137,1885.701,255.632,1535.342,1201.409,73.63,50.932,77.804,4574.166,22.652,144.03
4840,287.136,24.011,4.055,3.84,94.86,10.936,0.11,3.84,0.98,0.056,10.936,4.516,0.11,5.406,31.256,1883.636,237.91,1538.235,1206.474,74.118,35.818,77.865,4558.435,23.878,142.189
4841,189.818,20.8,4.616,3.958,90.07,9.246,0.128,3.958,0.932,0.047,9.246,4.652,0.128,5.266,31.415,1882.22,224.907,1540.261,1209.785,74.436,24.366,77.923,4546.22,24.391,141.263
4842,96.89,28.909,3.975,4.338,86.852,7.111,0.118,4.338,0.88,0.032,7.111,5.324,0.118,5.044,31.667,1879.914,204.725,1542.583,1211.012,75.001,13.124,78.034,4526.939,25.727,139.139
4843,240.437,33.483,5.068,4.688,95.177,5.461,0.178,4.688,0.791,0.024,5.461,6.369,0.178,4.736,32.175,1877.252,179.731,1543.874,1207.838,75.646,6.325,78.182,4501.579,27.656,136.151
4844,298.089,29.475,6.423,5.0,98.145,4.033,0.279,5.0,0.717,0.018,4.033,7.645,0.279,4.436,32.887,1874.886,158.216,1544.231,1201.878,76.184,3.927,78.362,4478.136,29.242,133.614
4845,288.685,38.342,5.584,5.053,99.21,3.381,0.34,5.053,0.676,0.017,3.381,8.088,0.34,4.284,33.769,1873.46,144.421,1541.599,1195.817,76.345,4.276,78.429,4459.528,29.039,133.657
4846,389.499,35.025,8.903,5.271,112.851,2.791,0.345,5.271,0.643,0.015,2.791,8.55,0.345,4.141,34.627,1872.073,132.505,1538.793,1190.366,76.652,3.552,78.507,4442.42,29.183,133.187
4847,475.267,33.539,7.481,4.948,112.383,3.521,0.434,4.948,0.637,0.022,3.521,7.837,0.434,4.196,35.445,1872.201,129.75,1532.639,1185.912,76.42,6.002,78.456,4432.333,26.988,136.138
4848,458.712,49.692,6.448,4.915,110.688,4.029,0.354,4.915,0.651,0.024,4.029,7.387,0.354,4.231,35.975,1873.083,132.571,1528.367,1183.562,76.545,6.342,78.508,4430.386,25.318,138.388
4849,506.399,59.044,7.357,4.496,124.465,6.252,0.51,4.496,0.687,0.04,6.252,6.564,0.51,4.384,36.281,1875.169,141.459,1523.891,1181.645,76.188,9.679,78.532,4434.847,22.727,142.094
4850,565.617,53.641,7.955,4.414,131.008,9.215,0.401,4.414,0.72,0.045,9.215,6.395,0.401,4.467,36.349,1877.606,150.906,1522.7,1181.477,76.463,10.326,78.682,4444.537,21.493,143.917
4851,534.194,55.984,8.516,4.148,123.368,12.16,0.573,4.148,0.76,0.059,12.16,6.152,0.573,4.556,36.453,1880.93,162.628,1522.045,1181.447,76.473,13.279,78.82,4457.855,19.9,146.228
4852,585.641,44.906,7.214,4.067,127.1,14.727,0.475,4.067,0.799,0.064,14.727,5.94,0.475,4.66,36.417,1884.622,175.882,1523.295,1182.665,77.027,14.531,78.981,4475.964,19.074,147.549
4853,533.612,56.781,8.503,3.755,123.086,17.211,0.745,3.755,0.877,0.099,17.211,5.149,0.745,4.871,36.185,1889.666,196.656,1524.928,1183.814,77.11,18.923,79.074,4501.691,17.693,149.801
4854,471.959,52.833,7.451,3.716,108.995,19.959,0.519,3.716,0.91,0.094,19.959,4.88,0.519,5.03,35.62,1894.333,214.613,1529.065,1186.158,78.072,20.453,79.215,4529.051,17.469,150.435
4855,523.111,59.151,8.327,3.455,117.417,23.234,0.822,3.455,0.992,0.144,23.234,4.281,0.822,5.287,34.959,1899.024,232.773,1532.752,1188.039,78.463,24.254,79.294,4555.477,16.838,151.726
4856,441.0,41.07,7.044,3.358,112.362,26.314,0.716,3.358,1.03,0.149,26.314,3.92,0.716,5.477,34.006,1904.363,254.059,1538.862,1190.678,79.446,28.074,79.383,4589.432,16.551,152.579
4857,431.371,42.745,5.84,3.533,111.752,25.432,0.353,3.533,0.994,0.093,25.432,4.495,0.353,5.471,33.446,1907.568,260.726,1545.312,1194.381,80.758,25.416,79.555,4608.551,17.743,151.167
4858,392.737,28.685,5.067,3.559,110.82,23.746,0.36,3.559,0.976,0.079,23.746,4.842,0.36,5.484,33.375,1909.993,260.36,1550.757,1197.379,81.388,22.902,79.713,4618.2,18.498,150.249
4859,365.329,35.321,5.47,3.507,106.107,21.422,0.396,3.507,0.982,0.084,21.422,4.468,0.396,5.621,33.181,1912.477,262.334,1554.993,1199.457,81.798,22.112,79.803,4628.235,18.663,150.161
4860,197.42,26.561,5.747,3.622,90.321,19.418,0.298,3.622,0.956,0.06,19.418,4.408,0.298,5.665,32.758,1913.762,259.322,1559.4,1201.205,82.567,18.958,79.91,4632.889,19.456,149.091
4861,269.744,24.865,5.155,3.682,99.009,17.147,0.318,3.682,0.934,0.06,17.147,4.21,0.318,5.709,32.225,1913.056,247.908,1561.661,1201.101,83.412,14.777,79.973,4625.605,20.513,147.621
4862,184.526,25.787,5.135,4.021,87.934,14.211,0.26,4.021,0.891,0.039,14.211,4.865,0.26,5.616,31.918,1911.875,233.391,1565.573,1199.788,84.439,9.531,80.139,4615.595,22.502,144.736
4863,167.611,20.93,4.508,4.212,88.731,11.6,0.324,4.212,0.833,0.029,11.6,5.685,0.324,5.415,32.154,1909.997,212.812,1568.087,1196.115,85.093,6.615,80.329,4597.516,23.919,142.592
4864,269.96,23.791,4.53,4.397,97.049,9.199,0.387,4.397,0.786,0.026,9.199,6.132,0.387,5.201,32.521,1907.977,193.246,1569.177,1190.993,85.634,5.048,80.496,4578.024,25.104,140.778
4865,148.476,26.698,4.684,4.536,88.385,7.217,0.411,4.536,0.746,0.021,7.217,6.516,0.411,5.008,32.973,1906.488,177.769,1569.43,1185.584,86.011,4.602,80.659,4561.313,25.725,139.713
4866,291.623,35.581,5.357,4.576,99.908,6.474,0.453,4.576,0.716,0.023,6.474,6.382,0.453,4.88,33.319,1904.917,164.325,1567.381,1179.919,86.277,4.533,80.749,4543.804,25.827,139.407
4867,205.864,19.85,5.488,4.82,93.413,5.655,0.435,4.82,0.681,0.017,5.655,7.043,0.435,4.692,33.681,1903.377,152.16,1566.421,1174.115,86.814,3.521,80.937,4528.114,26.742,137.871
4868,323.911,29.557,5.392,5.239,102.551,3.219,0.532,5.239,0.63,0.013,3.219,8.883,0.532,4.341,34.365,1901.053,134.404,1566.086,1167.001,87.389,2.336,81.205,4506.585,28.603,134.857
4869,347.126,31.123,6.235,5.001,105.344,3.036,0.535,5.001,0.618,0.017,3.036,8.211,0.535,4.353,35.238,1900.614,128.18,1559.648,1161.387,87.236,4.662,81.117,4492.001,27.064,136.836
4870,330.046,40.063,6.696,5.051,102.791,3.188,0.383,5.051,0.618,0.017,3.188,7.529,0.383,4.37,35.738,1900.562,126.505,1554.158,1157.836,87.474,4.579,81.112,4483.471,26.222,137.867
4871,450.739,42.774,7.61,5.374,113.263,2.34,0.426,5.374,0.593,0.014,2.34,8.465,0.426,4.164,36.271,1899.302,118.219,1550.929,1152.709,87.98,3.31,81.233,4468.997,27.373,135.938
4872,291.948,37.941,7.331,5.231,103.938,2.508,0.496,5.231,0.579,0.015,2.508,8.667,0.496,4.096,36.928,1898.898,114.102,1544.937,1147.744,88.022,4.725,81.211,4456.749,26.719,136.63
4873,490.393,57.914,9.243,0.238,120.341,6.877,0.828,0.238,0.591,0.065,6.877,3.224,0.828,4.736,39.337,1899.47,122.035,1532.533,1143.997,87.513,8.603,80.475,4449.535,24.331,139.943
4874,501.192,48.814,9.333,0.162,120.6,12.731,3.238,0.162,0.805,0.285,12.731,0.32,3.238,5.254,39.314,1901.068,138.267,1516.313,1139.749,84.218,21.589,79.803,4443.455,18.569,148.127
4875,569.691,60.914,9.179,0.123,126.877,19.979,10.894,0.123,1.042,0.598,19.979,0.109,10.894,5.673,36.662,1904.252,165.641,1496.162,1133.248,74.758,50.043,79.081,4432.163,9.437,161.17
4876,515.562,62.232,9.027,0.11,123.862,27.443,19.943,0.11,1.194,0.782,27.443,0.082,19.943,5.973,34.32,1908.168,195.65,1478.532,1126.999,64.194,81.477,78.347,4422.286,4.898,167.8
4877,559.381,61.706,7.72,0.102,129.017,34.302,28.373,0.102,1.326,0.96,34.302,0.069,28.373,6.183,32.396,1911.905,223.632,1461.917,1120.733,53.65,112.749,77.615,4410.388,3.399,170.159
4878,515.108,56.836,7.535,0.094,121.299,40.201,36.122,0.094,1.476,1.235,40.201,0.057,36.122,6.298,30.675,1915.946,252.88,1446.372,1114.009,42.323,145.557,76.869,4398.301,2.699,171.42
4879,540.432,45.625,6.722,3.034,126.051,37.774,18.001,3.034,1.135,0.244,37.774,3.721,18.001,6.146,29.88,1920.37,261.68,1455.225,1125.274,55.613,133.523,77.27,4462.176,3.964,169.939
4880,518.714,42.172,6.509,3.001,107.561,35.076,5.342,3.001,1.15,0.226,35.076,3.962,5.342,6.148,30.356,1925.465,279.539,1463.797,1133.574,65.822,125.499,77.403,4521.908,7.021,165.936
4881,366.869,44.339,6.924,3.118,105.902,32.27,0.484,3.118,1.149,0.177,32.27,3.795,0.484,6.076,30.582,1930.03,297.47,1472.078,1141.425,71.445,118.81,77.5,4565.747,12.086,159.081
4882,492.627,42.57,6.054,3.369,111.842,29.555,0.2,3.369,1.122,0.122,29.555,4.34,0.2,5.912,30.747,1931.893,297.719,1480.523,1150.286,73.328,105.832,77.659,4579.781,16.294,153.306
4883,347.806,31.153,4.95,3.33,98.725,27.045,0.222,3.33,1.106,0.114,27.045,4.52,0.222,5.808,31.203,1934.169,298.332,1487.877,1158.434,74.211,95.471,77.787,4592.039,18.046,150.947
4884,422.695,30.638,5.661,3.307,105.25,23.973,0.22,3.307,1.117,0.122,23.973,4.129,0.22,5.799,31.394,1935.982,299.285,1494.134,1165.686,74.814,86.41,77.854,4602.621,18.812,149.956
4885,241.946,26.862,5.193,3.306,92.102,20.945,0.207,3.306,1.107,0.106,20.945,3.782,0.207,5.762,31.229,1937.748,303.249,1500.28,1172.405,75.454,77.734,77.9,4615.264,19.324,149.308
4886,244.399,18.417,4.524,3.513,94.601,17.48,0.131,3.513,1.09,0.078,17.48,3.952,0.131,5.669,30.968,1936.81,292.331,1505.937,1179.213,76.357,63.079,77.967,4611.119,20.947,147.03
4887,295.759,17.076,4.854,3.9,100.442,12.877,0.085,3.9,1.067,0.052,12.877,5.15,0.085,5.369,31.213,1934.691,268.725,1513.516,1186.631,77.246,43.391,78.145,4595.23,23.66,143.008
4888,193.522,20.487,4.993,4.104,93.387,8.676,0.097,4.104,0.985,0.036,8.676,6.523,0.097,5.028,31.955,1932.727,241.829,1519.858,1192.248,77.724,26.877,78.337,4575.136,25.346,140.3
4889,264.535,26.856,3.762,4.163,96.341,6.418,0.135,4.163,0.917,0.035,6.418,6.264,0.135,4.912,32.817,1931.379,222.003,1521.218,1194.092,77.768,18.953,78.361,4557.52,24.919,140.7
4890,209.645,18.124,4.559,4.446,90.478,4.931,0.148,4.446,0.87,0.03,4.931,6.113,0.148,4.792,33.365,1929.657,203.847,1523.036,1194.35,78.051,11.634,78.411,4540.62,25.45,139.738
4891,252.008,24.471,5.396,4.741,95.553,3.328,0.21,4.741,0.807,0.025,3.328,6.49,0.21,4.635,33.841,1927.56,184.396,1524.41,1191.783,78.387,7.352,78.474,4521.351,26.299,138.285
4892,271.358,43.334,5.879,4.701,94.995,3.248,0.306,4.701,0.769,0.027,3.248,5.971,0.306,4.63,34.201,1926.127,172.152,1522.422,1187.865,78.409,7.291,78.412,4505.904,25.561,139.17
4893,326.73,35.083,6.14,5.089,103.911,2.973,0.291,5.089,0.724,0.02,2.973,6.896,0.291,4.417,34.479,1923.95,156.801,1522.979,1183.692,79.017,4.279,78.534,4489.02,26.752,137.228
4894,462.391,51.103,8.436,4.854,112.752,3.581,0.455,4.854,0.694,0.025,3.581,7.186,0.455,4.312,35.001,1922.908,147.492,1519.857,1178.631,78.924,6.142,78.55,4474.933,25.792,138.399
4895,366.769,45.365,7.264,4.813,110.072,4.843,0.37,4.813,0.688,0.023,4.843,7.26,0.37,4.255,35.496,1922.832,145.389,1517.125,1176.019,79.163,6.267,78.643,4469.767,24.704,139.833
4896,458.502,54.034,7.05,4.854,127.484,5.369,0.38,4.854,0.67,0.02,5.369,7.966,0.38,4.125,36.039,1922.336,140.252,1515.169,1172.933,79.517,5.825,78.814,4461.917,24.537,139.879
4897,463.883,52.932,9.115,5.01,118.472,5.212,0.376,5.01,0.646,0.017,5.212,9.121,0.376,3.922,36.716,1921.489,132.722,1513.547,1169.342,80.031,4.748,79.04,4451.636,25.229,138.663
4898,514.332,57.828,8.409,4.788,128.137,6.274,0.473,4.788,0.642,0.021,6.274,9.122,0.473,3.913,37.542,1921.801,131.157,1509.352,1166.256,80.077,6.744,79.145,4445.913,24.15,140.071
4899,533.073,57.329,7.209,4.226,126.777,10.837,0.665,4.226,0.714,0.052,10.837,6.861,0.665,4.306,37.888,1924.747,146.295,1504.273,1166.034,79.645,12.301,79.108,4458.324,20.562,145.375
4900,549.361,56.237,8.696,4.06,123.86,15.247,0.53,4.06,0.79,0.073,15.247,5.603,0.53,4.615,37.457,1928.012,166.698,1504.855,1167.155,80.098,14.451,79.217,4481.272,19.153,147.593
4901,570.71,51.574,7.741,3.779,129.861,18.842,0.777,3.779,0.874,0.109,18.842,4.974,0.777,4.892,36.803,1931.777,188.941,1506.932,1168.344,80.316,18.53,79.335,4507.78,17.864,149.689
4902,646.73,44.924,7.601,3.542,125.408,21.427,0.904,3.542,0.986,0.164,21.427,4.448,0.904,5.159,35.946,1936.65,217.056,1511.51,1170.5,80.69,23.813,79.444,4543.87,16.785,151.58
4903,432.099,51.942,8.494,3.423,113.109,22.503,0.797,3.423,1.02,0.151,22.503,4.33,0.797,5.373,35.153,1941.736,244.309,1518.278,1173.771,81.381,28.865,79.572,4583.102,16.174,152.755
4904,466.516,42.802,6.698,3.328,117.586,24.091,0.686,3.328,1.045,0.148,24.091,4.042,0.686,5.623,34.338,1944.671,259.549,1523.995,1177.177,82.391,31.22,79.659,4610.04,16.198,153.072
4905,463.942,38.334,6.183,3.299,106.673,24.193,0.575,3.299,1.076,0.156,24.193,3.908,0.575,5.742,33.503,1947.25,273.887,1530.86,1180.772,83.386,32.471,79.753,4636.253,16.795,152.539
4906,464.763,33.299,5.768,3.315,112.02,22.829,0.474,3.315,1.075,0.135,22.829,4.041,0.474,5.782,32.937,1949.541,286.349,1538.183,1184.697,84.188,32.623,79.867,4660.214,17.382,151.943
4907,283.827,42.106,6.455,3.383,97.512,21.079,0.352,3.383,1.044,0.093,21.079,4.226,0.352,5.824,32.598,1950.932,292.903,1545.122,1188.681,84.967,30.432,79.985,4677.192,18.036,151.166
4908,425.63,28.686,5.23,3.507,101.63,19.947,0.289,3.507,1.026,0.082,19.947,4.539,0.289,5.786,32.443,1950.177,285.784,1551.422,1192.244,85.844,24.828,80.119,4679.337,19.185,149.603
4909,309.014,37.615,4.657,3.512,101.169,18.157,0.335,3.512,1.007,0.075,18.157,4.586,0.335,5.742,32.456,1950.192,283.636,1557.376,1194.759,86.266,22.403,80.238,4685.242,19.489,149.164
4910,353.413,24.451,5.405,3.668,100.163,16.665,0.272,3.668,0.987,0.061,16.665,4.858,0.272,5.637,32.462,1949.194,275.936,1563.146,1196.774,86.826,17.807,80.38,4684.518,20.348,147.919
4911,268.426,27.073,4.942,3.702,97.737,14.483,0.33,3.702,0.96,0.055,14.483,4.943,0.33,5.492,32.585,1948.139,267.721,1567.98,1197.463,87.179,15.5,80.504,4682.217,20.622,147.46
4912,215.431,24.627,4.824,3.99,93.455,11.942,0.25,3.99,0.92,0.037,11.942,5.549,0.25,5.292,32.761,1945.834,250.891,1573.316,1197.421,87.844,10.785,80.686,4671.448,21.822,145.594
4913,179.904,27.396,5.087,4.301,91.822,9.148,0.278,4.301,0.859,0.025,9.148,6.764,0.278,4.985,33.282,1942.802,226.09,1578.332,1194.838,88.507,6.597,80.932,4651.573,23.673,142.705
4914,239.891,29.619,4.341,4.67,93.041,6.217,0.355,4.67,0.79,0.018,6.217,8.48,0.355,4.596,34.077,1939.564,197.779,1582.962,1189.665,89.198,3.858,81.23,4626.97,25.973,139.094
4915,260.827,23.8,6.759,4.611,99.727,5.059,0.432,4.611,0.747,0.018,5.059,8.41,0.432,4.462,35.078,1937.404,179.324,1581.889,1184.273,89.269,5.105,81.303,4606.588,25.724,139.196
4916,201.466,31.319,7.156,4.52,92.158,5.121,0.424,4.52,0.729,0.022,5.121,6.933,0.424,4.573,35.572,1935.474,170.232,1578.29,1180.609,89.347,6.079,81.266,4593.029,24.398,140.966
4917,321.497,33.987,5.998,4.865,108.977,4.268,0.388,4.865,0.693,0.018,4.268,7.223,0.388,4.462,35.768,1932.474,155.654,1577.589,1176.042,90.083,3.961,81.411,4575.712,25.414,139.32
4918,341.635,47.43,7.346,5.439,108.854,2.046,0.551,5.439,0.636,0.013,2.046,9.331,0.551,4.099,36.307,1929.074,135.253,1578.416,1168.989,90.781,2.295,81.652,4552.273,27.932,135.344
4919,423.553,45.048,7.949,4.964,122.442,2.954,0.605,4.964,0.619,0.018,2.954,8.663,0.605,4.161,37.077,1927.975,129.252,1571.31,1163.815,90.466,5.677,81.496,4537.465,25.775,138.199
4920,383.049,46.682,6.584,4.934,111.397,4.024,0.376,4.934,0.621,0.017,4.024,8.235,0.376,4.196,37.608,1927.188,128.649,1565.605,1161.68,90.815,5.362,81.551,4530.662,24.768,139.513
4921,433.46,55.062,7.301,0.203,120.217,9.419,1.215,0.203,0.651,0.094,9.419,2.304,1.215,4.894,39.998,1926.753,139.14,1553.927,1157.53,89.814,11.185,80.78,4524.459,22.397,142.819
4922,486.101,50.558,9.947,0.138,131.226,16.151,5.239,0.138,0.934,0.422,16.151,0.154,5.239,5.372,38.874,1926.762,158.114,1535.992,1152.217,84.509,29.526,80.063,4513.899,15.54,152.576
4923,548.177,50.843,8.381,0.116,121.892,22.864,12.904,0.116,1.099,0.64,22.864,0.096,12.904,5.722,36.24,1927.581,183.33,1516.212,1145.65,75.157,57.641,79.335,4499.074,7.804,163.668
4924,505.559,51.255,8.125,0.105,131.872,28.82,22.101,0.105,1.248,0.833,28.82,0.075,22.101,5.996,33.914,1929.194,213.512,1498.361,1139.087,64.328,89.483,78.591,4486.07,4.404,168.734
4925,441.462,55.478,6.99,0.099,115.992,33.976,30.298,0.099,1.363,0.974,33.976,0.064,30.298,6.219,31.932,1930.472,241.493,1481.404,1132.43,53.476,121.285,77.842,4470.859,3.192,170.686
4926,459.256,53.041,7.636,0.088,117.524,39.272,37.943,0.088,1.551,1.421,39.272,0.049,37.943,6.383,29.892,1931.41,270.802,1464.591,1124.739,41.102,156.083,77.056,4452.298,2.601,171.881
4927,554.883,46.332,7.328,2.974,120.81,36.432,17.959,2.974,1.155,0.243,36.432,3.558,17.959,6.233,29.106,1932.417,279.609,1474.639,1135.967,55.27,142.239,77.418,4516.373,3.961,170.305
4928,511.853,32.871,7.327,2.885,123.443,33.665,5.526,2.885,1.215,0.263,33.665,3.67,5.526,6.208,29.66,1934.965,302.833,1483.471,1144.015,65.255,134.69,77.522,4577.777,7.048,166.285
4929,426.248,42.353,7.294,3.088,112.269,29.538,0.441,3.088,1.188,0.193,29.538,3.821,0.441,6.085,29.967,1936.685,319.032,1493.582,1152.42,71.27,127.217,77.643,4621.118,12.193,159.324
4930,424.789,35.575,5.939,3.125,111.422,26.996,0.323,3.125,1.181,0.167,26.996,3.864,0.323,5.944,30.264,1936.989,326.007,1501.971,1160.419,72.899,119.341,77.738,4640.803,15.477,154.896
4931,306.695,29.432,5.133,3.24,99.223,24.105,0.218,3.24,1.155,0.127,24.105,4.024,0.218,5.878,30.479,1936.332,327.068,1510.513,1168.621,74.088,109.31,77.844,4653.336,17.575,152.04
4932,285.748,37.114,4.661,3.249,97.745,21.363,0.2,3.249,1.135,0.114,21.363,3.889,0.2,5.871,30.631,1934.106,320.398,1517.083,1176.107,74.819,98.572,77.903,4654.88,18.771,150.437
4933,253.255,21.199,5.205,3.45,99.549,19.061,0.132,3.45,1.112,0.085,19.061,4.182,0.132,5.728,30.702,1930.799,307.233,1524.076,1184.017,75.625,83.461,78.0,4648.837,20.534,147.952
4934,303.14,26.82,3.888,3.594,92.449,15.533,0.114,3.594,1.078,0.069,15.533,4.723,0.114,5.562,31.058,1927.456,288.332,1530.467,1191.764,76.239,66.655,78.12,4636.14,22.015,145.723
4935,223.744,21.177,4.731,3.615,92.141,12.885,0.125,3.615,1.043,0.063,12.885,4.647,0.125,5.483,31.447,1924.636,275.617,1534.772,1198.022,76.497,53.086,78.176,4626.471,22.48,144.991
4936,155.098,23.683,5.742,3.844,90.467,10.221,0.1,3.844,1.018,0.05,10.221,4.794,0.1,5.332,31.678,1921.383,257.385,1539.136,1203.63,77.021,37.652,78.248,4611.257,23.624,143.276
4937,197.861,29.208,4.317,4.127,92.681,7.834,0.097,4.127,0.961,0.038,7.834,5.401,0.097,5.094,32.041,1918.107,231.747,1543.057,1207.468,77.714,22.206,78.348,4588.718,25.31,140.692
4938,190.593,22.239,4.258,4.503,92.406,5.7,0.12,4.503,0.876,0.027,5.7,6.496,0.12,4.803,32.601,1914.885,205.286,1546.677,1208.02,78.355,10.692,78.5,4564.436,27.244,137.684
4939,295.371,26.861,5.379,4.707,102.611,4.127,0.201,4.707,0.795,0.023,4.127,7.181,0.201,4.571,33.342,1912.151,183.259,1547.504,1204.476,78.637,6.967,78.599,4541.633,27.963,136.415
4940,305.463,36.014,4.949,4.824,103.857,3.389,0.266,4.824,0.751,0.022,3.389,7.126,0.266,4.466,34.088,1909.74,168.172,1546.329,1200.373,78.691,6.221,78.622,4523.472,27.538,136.802
4941,335.71,35.705,6.536,4.851,107.343,3.401,0.311,4.851,0.721,0.023,3.401,6.992,0.311,4.409,34.691,1907.458,157.75,1544.274,1196.546,78.668,6.177,78.64,4508.717,26.684,137.809
