t_saat,KOI_giris,NH4_giris,PO4_giris,DO,KOI_cikis,NH4_cikis,PO4_cikis,SO2,SF,SA,SNH4,SNO3,SPO4,SALK,SN2,XI,XS,XH,XPAO,XPP,XPHA,XAUT,XTSS,XMeOH,XMeP
5289,355.473,34.1,5.596,3.348,100.99,17.941,0.177,3.348,1.068,0.098,17.941,4.385,0.177,5.468,33.142,1801.444,196.473,1473.51,1180.887,68.44,41.051,81.258,4378.896,18.722,153.957
5290,250.908,24.752,5.845,3.417,88.043,16.304,0.147,3.417,1.036,0.072,16.304,4.575,0.147,5.445,32.867,1799.99,192.288,1481.289,1183.813,69.248,38.239,81.465,4385.265,19.515,153.019
5291,275.275,20.22,6.007,3.519,95.01,13.754,0.129,3.519,1.006,0.064,13.754,4.521,0.129,5.52,32.555,1797.275,181.818,1487.664,1186.103,70.197,33.607,81.637,4383.32,20.549,151.686
5292,218.21,29.114,5.353,3.691,85.308,10.943,0.111,3.691,0.965,0.05,10.943,4.69,0.111,5.519,32.317,1794.222,170.035,1493.368,1187.9,71.165,27.811,81.819,4378.335,21.744,150.071
5293,105.908,14.589,3.065,3.887,83.963,9.329,0.09,3.887,0.915,0.035,9.329,4.779,0.09,5.519,32.134,1791.298,154.174,1496.938,1188.425,72.01,21.388,81.967,4366.428,23.007,148.296
5294,128.52,17.639,3.901,4.296,83.369,6.714,0.073,4.296,0.845,0.026,6.714,5.051,0.073,5.371,31.969,1788.338,130.955,1498.659,1186.868,72.981,12.969,82.099,4343.961,25.743,144.373
5295,213.951,21.179,4.523,4.747,83.889,4.063,0.094,4.747,0.729,0.019,4.063,5.96,0.094,5.115,32.138,1785.411,109.747,1499.149,1182.76,74.019,6.813,82.28,4320.923,28.882,139.733
5296,276.22,17.1,4.249,4.696,91.566,3.137,0.149,4.696,0.674,0.023,3.137,5.697,0.149,5.075,32.397,1783.125,101.708,1495.551,1177.19,74.371,7.193,82.303,4306.068,29.131,139.237
5297,216.437,26.823,4.797,5.049,86.699,2.103,0.127,5.049,0.664,0.018,2.103,5.709,0.127,5.028,32.512,1780.362,97.361,1493.476,1172.566,74.746,6.216,82.341,4295.087,29.393,138.697
5298,280.307,25.73,3.803,5.359,93.012,1.48,0.144,5.359,0.621,0.017,1.48,6.099,0.144,4.915,32.862,1777.669,88.51,1490.827,1167.108,75.18,5.333,82.315,4279.373,30.197,137.284
5299,254.868,33.944,6.269,5.225,92.963,1.741,0.154,5.225,0.598,0.018,1.741,6.021,0.154,4.867,33.212,1775.527,84.504,1485.347,1161.991,75.239,6.435,82.226,4266.031,29.538,137.978
5300,300.466,37.666,4.897,5.255,93.306,1.997,0.138,5.255,0.582,0.016,1.997,6.408,0.138,4.731,33.501,1773.23,81.07,1480.016,1157.627,75.464,6.087,82.246,4253.462,29.17,138.265
5301,403.458,37.971,5.557,5.166,108.989,2.412,0.15,5.166,0.57,0.016,2.412,6.905,0.15,4.588,33.904,1771.238,79.309,1474.404,1153.097,75.689,6.321,82.303,4242.312,28.908,138.404
5302,476.769,50.658,6.344,4.605,109.893,4.379,0.192,4.605,0.616,0.03,4.379,6.423,0.192,4.626,34.223,1770.811,88.161,1468.295,1150.023,75.395,10.014,82.351,4242.637,26.47,141.803
5303,501.254,43.11,7.3,4.609,126.392,5.777,0.138,4.609,0.663,0.026,5.777,6.961,0.138,4.521,34.525,1770.702,96.491,1467.369,1148.874,75.598,9.985,82.608,4248.093,25.554,143.005
5304,421.492,54.777,6.551,4.476,117.248,6.301,0.162,4.476,0.667,0.024,6.301,7.712,0.162,4.396,35.134,1770.781,99.494,1466.844,1147.473,75.794,10.76,82.879,4250.159,24.829,143.877
5305,498.273,55.559,7.069,0.163,119.538,12.944,0.727,0.163,0.745,0.153,12.944,1.23,0.727,5.186,37.893,1771.342,114.688,1458.167,1144.011,75.196,20.14,82.089,4255.031,22.425,147.275
5306,532.636,58.808,8.553,0.113,121.618,21.296,7.494,0.113,1.153,0.643,21.296,0.111,7.494,5.691,35.743,1772.923,142.76,1440.701,1136.349,66.793,51.804,81.374,4249.727,13.52,160.039
5307,512.276,51.005,7.625,0.104,116.865,28.306,14.7,0.104,1.29,0.746,28.306,0.091,14.7,6.032,33.667,1774.463,168.117,1425.551,1129.25,57.802,84.884,80.687,4243.039,6.648,169.886
5308,538.042,45.052,7.773,0.099,126.913,32.893,21.38,0.099,1.4,0.867,32.893,0.081,21.38,6.237,32.348,1775.664,186.244,1411.503,1122.735,49.721,115.571,80.033,4231.728,4.41,173.102
5309,541.763,55.586,6.358,0.087,124.59,36.912,30.713,0.087,1.653,1.427,36.912,0.059,30.713,6.406,30.738,1778.025,210.909,1397.246,1114.944,37.883,153.63,79.333,4216.843,3.19,175.04
5310,522.881,41.352,6.745,0.078,120.572,40.835,39.044,0.078,1.892,2.135,40.835,0.044,39.044,6.472,29.16,1780.555,237.747,1385.24,1106.436,25.118,193.263,78.596,4202.806,2.536,176.209
5311,520.108,35.375,6.245,2.657,121.791,35.197,14.823,2.657,1.386,0.372,35.197,3.891,14.823,6.264,28.899,1783.264,239.721,1403.347,1115.695,44.011,182.182,79.143,4285.412,4.262,174.08
5312,379.151,34.136,5.341,2.755,103.097,30.378,0.702,2.755,1.318,0.255,30.378,4.017,0.702,6.24,29.758,1785.953,249.263,1418.032,1121.854,56.607,177.994,79.381,4350.168,8.987,167.794
5313,283.162,26.457,5.372,3.117,92.079,25.767,0.16,3.117,1.246,0.143,25.767,4.306,0.16,6.072,30.22,1785.916,243.283,1431.375,1128.253,58.646,171.67,79.625,4364.404,14.43,160.317
5314,322.26,29.519,3.737,3.316,97.212,21.133,0.107,3.316,1.2,0.108,21.133,4.765,0.107,5.897,30.744,1784.172,225.16,1442.843,1134.945,60.001,160.912,79.871,4362.642,17.892,155.507
5315,354.807,21.107,4.925,3.306,100.033,17.594,0.115,3.306,1.168,0.115,17.594,4.629,0.115,5.783,31.249,1782.937,212.038,1452.141,1140.896,60.72,152.293,80.052,4362.262,19.577,153.171
5316,202.884,20.052,4.115,3.376,86.892,13.972,0.101,3.376,1.133,0.096,13.972,4.355,0.101,5.749,31.428,1781.929,203.232,1460.579,1146.545,61.345,144.177,80.204,4364.545,20.447,151.982
5317,232.101,24.19,4.062,3.823,90.054,10.205,0.055,3.823,1.125,0.067,10.205,5.034,0.055,5.571,31.615,1779.243,180.56,1469.016,1152.944,62.222,128.192,80.406,4351.183,22.77,148.539
5318,215.055,22.088,4.767,3.84,90.147,7.929,0.061,3.84,1.034,0.062,7.929,5.093,0.061,5.462,32.041,1776.755,161.371,1473.282,1158.089,62.732,114.531,80.507,4336.301,23.934,146.739
5319,184.381,19.858,4.586,4.047,86.06,6.263,0.052,4.047,0.998,0.056,6.263,4.861,0.052,5.37,32.208,1774.085,145.38,1476.079,1162.862,63.344,100.287,80.565,4321.986,25.065,144.994
5320,181.302,22.138,4.303,4.284,87.369,4.591,0.046,4.284,0.94,0.049,4.591,4.912,0.046,5.228,32.321,1771.402,128.239,1477.382,1167.373,63.967,85.029,80.602,4304.463,26.344,142.937
5321,153.198,23.919,4.089,4.514,83.218,3.501,0.043,4.514,0.879,0.042,3.501,4.9,0.043,5.118,32.418,1768.824,112.897,1476.448,1171.206,64.511,70.089,80.58,4285.68,27.507,141.046
5322,114.455,25.163,6.096,4.633,82.598,3.259,0.042,4.633,0.81,0.036,3.259,4.669,0.042,5.07,32.389,1766.405,100.028,1472.735,1173.981,64.986,56.464,80.502,4266.131,28.265,139.763
5323,208.019,30.912,4.781,5.133,86.033,2.461,0.032,5.133,0.771,0.027,2.461,5.247,0.032,4.875,32.425,1763.56,85.298,1469.074,1176.649,65.913,39.432,80.471,4243.554,30.623,136.154
5324,285.582,37.233,6.55,5.258,96.391,1.97,0.042,5.258,0.663,0.022,1.97,5.81,0.042,4.702,32.725,1761.138,75.766,1463.025,1177.905,66.523,25.994,80.383,4223.169,32.095,133.748
5325,403.774,38.502,5.54,5.327,112.094,2.02,0.053,5.327,0.609,0.019,2.02,6.292,0.053,4.562,33.108,1759.301,71.871,1455.843,1177.69,66.827,17.074,80.329,4207.449,32.222,133.276
5326,390.24,44.785,7.62,5.147,98.76,2.557,0.08,5.147,0.58,0.019,2.557,6.674,0.08,4.464,33.567,1758.487,73.049,1448.411,1176.129,66.778,13.49,80.328,4197.648,30.908,134.918
5327,412.068,42.33,8.031,4.667,112.667,4.598,0.119,4.667,0.611,0.028,4.598,6.347,0.119,4.532,33.943,1759.08,82.181,1441.443,1174.569,66.428,14.73,80.376,4198.224,27.624,139.506
5328,430.085,45.892,6.359,4.815,115.762,5.282,0.095,4.815,0.637,0.021,5.282,7.061,0.095,4.436,34.292,1759.057,85.979,1439.022,1174.019,66.807,11.415,80.614,4198.039,26.819,140.518
5329,533.738,46.872,8.065,4.663,123.391,5.793,0.139,4.663,0.631,0.025,5.793,7.632,0.139,4.344,34.901,1759.383,88.013,1436.173,1172.252,67.022,11.282,80.832,4196.704,25.964,141.611
5330,585.597,48.179,8.037,4.09,128.602,8.872,0.24,4.09,0.735,0.066,8.872,6.28,0.24,4.584,35.326,1762.525,105.557,1434.165,1171.568,66.825,17.253,80.934,4214.34,22.699,146.382
5331,577.108,56.07,8.163,3.716,129.666,12.665,0.288,3.716,0.879,0.11,12.665,5.144,0.288,4.831,35.184,1767.571,132.508,1438.421,1172.409,67.077,23.84,81.119,4249.141,20.155,150.21
5332,548.738,51.943,7.728,3.589,123.798,15.975,0.247,3.589,0.947,0.106,15.975,5.121,0.247,4.969,34.875,1772.325,153.469,1445.471,1174.368,67.755,28.101,81.38,4282.207,19.094,151.963
5333,429.249,41.237,6.539,3.371,112.709,18.729,0.278,3.371,1.006,0.114,18.729,4.732,0.278,5.188,34.555,1776.934,172.016,1452.723,1176.37,68.377,33.268,81.589,4313.98,18.171,153.662
5334,456.512,44.866,6.638,3.326,112.045,19.79,0.23,3.326,1.049,0.118,19.79,4.442,0.23,5.405,33.944,1780.263,184.217,1460.893,1178.672,69.295,35.559,81.793,4339.971,18.417,153.813
5335,532.918,37.299,7.433,3.094,119.129,20.745,0.335,3.094,1.152,0.187,20.745,4.021,0.335,5.63,33.324,1784.371,199.523,1470.215,1180.752,70.055,40.719,81.971,4371.003,18.235,154.496
5336,450.269,31.895,5.134,3.083,104.5,19.925,0.276,3.083,1.168,0.168,19.925,4.066,0.276,5.716,32.76,1789.309,216.226,1482.178,1183.625,70.996,46.427,82.187,4407.654,18.115,155.021
5337,274.662,24.163,5.619,3.104,96.791,17.89,0.212,3.104,1.131,0.114,17.89,4.046,0.212,5.795,32.363,1792.389,222.2,1492.53,1186.689,71.692,48.999,82.373,4430.722,18.266,155.117
5338,301.983,31.547,5.746,3.124,97.139,15.691,0.181,3.124,1.121,0.11,15.691,3.698,0.181,5.949,31.675,1792.797,216.695,1500.567,1189.158,72.687,47.527,82.487,4438.733,19.174,154.154
5339,280.292,17.657,3.982,3.325,94.7,13.823,0.13,3.325,1.085,0.082,13.823,4.009,0.13,5.907,31.153,1792.618,207.138,1509.293,1191.988,73.744,42.878,82.659,4442.243,20.694,152.266
5340,188.911,21.124,3.443,3.571,85.266,10.439,0.096,3.571,1.032,0.052,10.439,4.572,0.096,5.792,31.158,1791.681,190.184,1516.847,1194.791,74.371,35.82,82.851,4435.595,22.03,150.415
5341,85.295,15.481,3.396,3.848,84.793,7.805,0.073,3.848,0.979,0.037,7.805,4.739,0.073,5.667,31.284,1789.614,167.551,1521.642,1196.222,74.966,27.069,82.976,4418.752,23.666,148.075
5342,185.805,22.78,4.466,4.284,84.127,5.256,0.064,4.284,0.893,0.029,5.256,5.129,0.064,5.496,31.435,1786.922,140.02,1524.682,1195.812,75.893,16.439,83.086,4393.843,26.569,143.846
5343,136.4,18.265,3.46,4.323,83.696,4.284,0.097,4.323,0.782,0.027,4.284,4.962,0.097,5.458,31.545,1784.738,123.23,1523.475,1192.87,76.443,11.97,83.119,4374.42,27.596,142.238
5344,142.555,20.748,4.423,4.808,83.415,2.998,0.094,4.808,0.709,0.019,2.998,5.371,0.094,5.284,31.54,1781.958,106.31,1522.208,1188.612,77.172,7.042,83.202,4353.188,29.418,139.459
5345,181.066,23.405,5.731,5.271,82.773,1.747,0.131,5.271,0.62,0.014,1.747,6.098,0.131,5.057,31.902,1779.273,90.342,1519.475,1182.19,77.946,4.515,83.246,4330.815,31.486,136.222
5346,219.706,28.502,5.185,5.683,88.786,1.132,0.158,5.683,0.561,0.012,1.132,6.508,0.158,4.916,32.399,1776.854,78.399,1514.643,1174.912,78.631,3.584,83.164,4309.721,33.027,133.68
5347,262.055,30.983,5.152,5.379,92.85,1.645,0.162,5.379,0.535,0.014,1.645,6.21,0.162,4.904,32.849,1775.506,74.347,1506.097,1168.37,78.766,5.051,83.012,4293.355,32.215,134.575
5348,261.391,34.803,6.217,5.263,93.599,2.164,0.141,5.263,0.535,0.014,2.164,6.34,0.141,4.83,33.102,1774.526,73.89,1497.98,1163.156,78.858,5.349,83.016,4281.015,31.159,135.888
5349,339.21,36.718,6.549,5.443,98.457,1.987,0.143,5.443,0.52,0.012,1.987,7.208,0.143,4.638,33.497,1773.184,70.875,1491.575,1157.602,79.306,4.374,83.112,4267.492,31.601,135.004
5350,309.18,35.71,7.313,5.192,96.52,2.547,0.159,5.192,0.52,0.014,2.547,7.369,0.159,4.561,34.044,1772.78,71.512,1483.859,1152.427,79.44,5.861,83.135,4257.625,30.659,136.159
5351,452.741,41.048,8.433,5.374,113.516,2.362,0.132,5.374,0.522,0.011,2.362,8.071,0.132,4.405,34.584,1772.14,70.563,1477.842,1148.258,79.853,4.912,83.276,4247.968,30.59,136.041
5352,333.786,51.909,7.884,4.944,103.296,3.407,0.173,4.944,0.539,0.016,3.407,7.798,0.173,4.424,35.205,1772.846,75.044,1470.595,1144.268,79.891,7.563,83.313,4244.08,28.845,138.373
5353,487.369,48.822,9.111,0.194,117.15,10.001,0.483,0.194,0.617,0.099,10.001,1.911,0.483,5.16,37.201,1774.479,90.957,1459.544,1140.461,79.512,14.244,82.586,4247.395,25.532,143.084
5354,564.077,47.729,8.095,0.123,126.133,17.866,5.625,0.123,1.025,0.561,17.866,0.139,5.625,5.679,35.518,1778.114,119.92,1442.987,1133.546,73.034,40.862,81.888,4249.061,16.609,155.931
5355,473.092,43.817,7.193,0.108,116.84,24.282,13.055,0.108,1.211,0.704,24.282,0.099,13.055,6.019,33.221,1782.53,150.735,1427.136,1126.241,63.461,75.26,81.183,4247.626,7.776,168.662
5356,554.142,40.816,8.998,0.102,123.417,28.525,19.832,0.102,1.334,0.816,28.525,0.086,19.832,6.228,31.729,1785.909,171.87,1412.411,1119.55,55.072,106.653,80.508,4239.263,4.79,173.044
5357,558.185,42.937,7.092,0.092,118.342,32.039,28.409,0.092,1.552,1.194,32.039,0.067,28.409,6.372,30.23,1790.422,198.226,1398.094,1112.084,44.206,142.908,79.806,4229.598,3.431,175.165
5358,311.657,46.916,6.085,0.086,102.772,35.271,36.345,0.086,1.712,1.486,35.271,0.056,36.345,6.472,28.811,1794.881,223.53,1385.121,1104.083,32.299,181.034,79.079,4217.329,2.703,176.415
5359,430.083,36.542,7.868,2.743,106.899,31.371,12.609,2.743,1.208,0.225,31.371,3.633,12.609,6.367,28.402,1797.783,217.355,1397.655,1112.473,50.74,169.842,79.567,4286.578,4.621,174.082
5360,254.38,36.822,5.382,2.969,92.09,27.981,0.289,2.969,1.19,0.159,27.981,3.716,0.289,6.4,28.939,1801.072,221.886,1408.794,1118.414,62.541,161.771,79.768,4339.373,10.371,166.434
5361,344.208,28.18,4.896,3.228,99.307,24.657,0.131,3.228,1.179,0.126,24.657,3.956,0.131,6.261,29.2,1801.854,212.392,1418.61,1124.288,64.601,151.446,79.962,4345.649,15.985,158.876
5362,304.355,30.032,4.622,3.24,100.908,21.051,0.128,3.24,1.158,0.121,21.051,3.952,0.128,6.116,29.521,1803.363,206.541,1427.584,1129.779,65.869,143.327,80.13,4353.844,18.882,155.037
5363,140.855,22.263,4.744,3.485,86.891,17.8,0.08,3.485,1.125,0.08,17.8,4.188,0.08,5.972,29.717,1803.643,194.146,1435.73,1135.404,66.912,131.894,80.302,4352.986,21.075,152.015
5364,320.573,15.755,4.993,3.69,91.328,14.015,0.066,3.69,1.083,0.077,14.015,4.511,0.066,5.775,30.034,1802.042,171.762,1441.92,1140.756,67.918,116.706,80.455,4338.642,23.437,148.635
5365,212.46,18.563,2.483,3.834,88.729,9.939,0.064,3.834,1.021,0.063,9.939,4.884,0.064,5.608,30.497,1801.628,157.221,1447.256,1146.309,68.484,103.485,80.621,4330.709,24.586,146.925
5366,139.361,27.595,4.817,4.125,83.714,6.967,0.048,4.125,0.986,0.049,6.967,5.151,0.048,5.471,30.982,1800.458,139.464,1450.663,1151.374,68.835,89.243,80.734,4316.197,25.704,145.178
5367,246.804,27.931,3.935,4.541,86.951,4.949,0.037,4.541,0.937,0.039,4.949,5.776,0.037,5.245,31.511,1798.218,117.705,1452.753,1156.122,69.542,71.805,80.832,4295.036,28.008,141.646
5368,92.978,23.574,4.24,4.618,82.607,4.026,0.04,4.618,0.836,0.033,4.026,5.856,0.04,5.112,32.105,1796.708,103.4,1450.702,1159.563,69.91,58.032,80.834,4276.716,28.932,140.084
5369,138.216,23.239,5.958,4.954,82.087,3.354,0.032,4.954,0.8,0.027,3.354,5.708,0.032,5.013,32.513,1794.682,89.383,1446.852,1161.893,70.483,43.715,80.786,4255.666,30.391,137.759
5370,113.583,28.508,5.36,5.11,81.518,2.823,0.034,5.11,0.713,0.022,2.823,5.597,0.034,4.921,32.793,1792.443,78.317,1440.676,1162.955,71.189,30.432,80.699,4234.418,31.954,135.296
5371,350.751,32.365,5.961,5.328,98.976,2.458,0.039,5.328,0.641,0.019,2.458,5.814,0.039,4.787,32.993,1790.137,70.312,1433.57,1162.708,71.951,18.366,80.636,4214.269,33.656,132.632
5372,320.992,34.819,6.102,5.425,97.728,2.079,0.061,5.425,0.574,0.016,2.079,6.44,0.061,4.639,33.309,1788.74,67.722,1426.424,1160.756,72.434,10.857,80.626,4199.517,34.444,131.227
5373,382.311,41.083,7.099,5.582,102.099,1.763,0.082,5.582,0.543,0.013,1.763,7.201,0.082,4.492,33.761,1787.746,66.065,1419.783,1157.183,72.678,7.365,80.638,4186.767,34.368,131.029
5374,410.042,43.822,8.082,5.293,112.064,2.43,0.112,5.293,0.54,0.015,2.43,7.333,0.112,4.44,34.308,1787.85,68.422,1412.151,1153.2,72.521,8.124,80.623,4178.688,32.452,133.54
5375,465.615,44.699,5.731,4.892,119.203,4.103,0.129,4.892,0.581,0.021,4.103,7.036,0.129,4.46,34.726,1789.29,76.419,1405.506,1150.782,72.202,9.978,80.693,4178.992,29.277,137.952
5376,477.569,43.201,8.338,4.904,124.558,4.856,0.115,4.904,0.614,0.019,4.856,7.537,0.115,4.35,35.127,1790.507,81.934,1402.592,1149.113,72.316,9.002,80.915,4180.285,28.055,139.56
5377,514.83,48.12,8.79,4.556,120.999,6.19,0.174,4.556,0.646,0.03,6.19,7.36,0.174,4.362,35.622,1792.716,89.613,1399.693,1147.366,72.247,11.629,81.081,4185.884,25.896,142.579
5378,524.31,54.388,8.126,4.228,118.973,8.86,0.199,4.228,0.725,0.048,8.86,6.51,0.199,4.496,35.838,1796.421,103.922,1399.356,1147.233,72.326,15.329,81.252,4202.829,23.185,146.519
5379,495.179,50.07,7.252,4.07,111.179,11.591,0.192,4.07,0.788,0.054,11.591,6.209,0.192,4.559,35.865,1800.236,117.449,1402.124,1147.94,72.727,17.569,81.5,4222.57,21.693,148.757
5380,516.752,50.006,6.727,3.876,106.06,13.982,0.219,3.876,0.844,0.068,13.982,5.925,0.219,4.644,35.825,1804.118,129.754,1406.0,1148.936,73.109,20.442,81.743,4242.884,20.559,150.501
5381,514.961,44.849,8.733,3.6,123.108,16.562,0.282,3.6,0.933,0.103,16.562,5.205,0.282,4.881,35.543,1809.038,147.12,1411.565,1150.24,73.493,25.587,81.949,4271.113,19.347,152.535
5382,479.161,38.054,6.184,3.557,115.708,17.492,0.231,3.557,0.968,0.095,17.492,5.099,0.231,5.086,35.104,1813.762,160.014,1419.445,1152.455,74.345,28.887,82.207,4298.865,18.97,153.401
5383,365.089,37.991,7.336,3.419,100.737,17.577,0.242,3.419,0.993,0.093,17.577,4.746,0.242,5.296,34.62,1818.026,170.712,1426.448,1154.547,74.996,32.246,82.41,4323.077,18.603,154.272
5384,329.389,30.348,6.123,3.537,91.308,16.898,0.159,3.537,0.988,0.068,16.898,4.767,0.159,5.406,33.975,1820.309,172.703,1433.696,1156.962,76.103,30.723,82.633,4337.811,19.46,153.383
5385,403.059,25.981,6.756,3.416,96.511,15.483,0.208,3.416,1.012,0.095,15.483,4.45,0.208,5.515,33.408,1822.232,174.87,1439.831,1158.569,76.959,30.252,82.801,4350.519,19.908,152.976
5386,289.664,32.611,4.776,3.311,90.341,14.159,0.225,3.311,1.038,0.102,14.159,3.91,0.225,5.661,32.563,1825.083,184.324,1447.029,1159.836,77.788,32.856,82.933,4371.952,19.764,153.347
5387,291.152,21.952,3.575,3.643,92.829,12.708,0.115,3.643,1.009,0.057,12.708,4.541,0.115,5.614,31.979,1825.475,178.217,1454.832,1161.914,78.737,28.022,83.153,4376.31,21.395,151.105
5388,172.742,17.986,4.38,3.75,86.089,10.215,0.111,3.75,0.953,0.042,10.215,4.931,0.111,5.545,31.972,1825.061,165.513,1460.384,1163.064,79.231,23.295,83.342,4370.929,22.505,149.49
5389,126.261,27.148,3.25,4.152,83.349,7.476,0.078,4.152,0.903,0.028,7.476,5.356,0.078,5.438,32.017,1822.906,144.751,1464.7,1163.021,80.029,15.677,83.521,4354.801,24.611,146.432
5390,139.627,22.958,5.972,4.319,82.786,6.284,0.094,4.319,0.8,0.023,6.284,5.497,0.094,5.34,32.118,1820.222,124.303,1465.488,1160.259,80.788,10.243,83.642,4334.063,26.667,143.461
5391,164.094,18.096,4.716,4.792,82.208,4.442,0.107,4.792,0.703,0.015,4.442,6.446,0.107,5.131,32.289,1817.079,104.99,1465.963,1155.52,81.896,5.241,83.864,4312.822,29.42,139.368
5392,148.371,23.306,5.026,4.988,81.736,2.895,0.145,4.988,0.626,0.013,2.895,6.874,0.145,4.961,32.757,1814.564,91.409,1463.16,1148.918,82.634,4.43,83.977,4293.416,30.928,136.995
5393,261.848,22.79,5.34,5.457,90.919,1.742,0.158,5.457,0.574,0.01,1.742,7.189,0.158,4.791,33.163,1811.89,80.26,1459.475,1141.992,83.409,3.048,84.028,4274.226,32.681,134.246
5394,235.053,23.973,4.761,5.652,88.792,1.275,0.178,5.652,0.543,0.011,1.275,7.076,0.178,4.71,33.712,1809.852,73.469,1454.137,1134.706,83.976,3.369,83.925,4257.419,33.809,132.362
5395,353.098,33.083,5.578,5.929,98.651,0.944,0.17,5.929,0.524,0.011,0.944,7.069,0.17,4.636,34.187,1807.93,68.156,1448.099,1128.116,84.393,3.272,83.78,4241.17,34.498,131.061
5396,324.523,33.524,6.207,5.459,99.902,1.547,0.172,5.459,0.524,0.015,1.547,6.629,0.172,4.654,34.575,1807.246,69.036,1439.637,1122.747,84.184,5.673,83.605,4229.966,32.721,133.326
5397,231.785,39.42,7.877,5.587,89.828,1.528,0.131,5.587,0.531,0.012,1.528,7.126,0.131,4.539,34.845,1806.279,68.66,1433.089,1118.886,84.222,5.127,83.621,4219.553,31.694,134.506
5398,447.039,47.522,6.25,5.239,113.627,2.336,0.16,5.239,0.525,0.015,2.336,7.205,0.16,4.478,35.194,1805.547,69.004,1425.418,1114.488,84.203,6.481,83.592,4209.519,30.255,136.34
5399,363.532,50.283,6.883,5.055,102.758,3.449,0.141,5.055,0.549,0.015,3.449,7.577,0.141,4.37,35.49,1805.496,72.907,1419.287,1111.675,84.236,7.14,83.728,4205.452,28.79,138.272
5400,485.04,46.137,7.382,4.813,113.877,4.943,0.153,4.813,0.576,0.019,4.943,7.837,0.153,4.292,35.859,1805.854,78.017,1414.314,1109.239,84.272,8.232,83.901,4204.3,27.439,140.112
5401,463.595,52.425,7.324,0.189,120.996,11.114,0.532,0.189,0.653,0.106,11.114,1.946,0.532,5.006,38.025,1807.356,95.485,1405.551,1105.851,83.786,15.538,83.171,4210.883,24.813,143.87
5402,624.03,45.618,6.832,0.133,128.181,17.319,3.625,0.133,0.965,0.422,17.319,0.181,3.625,5.488,37.072,1809.321,116.396,1391.559,1100.491,79.578,36.725,82.526,4211.902,18.223,153.201
5403,595.54,52.263,5.914,0.11,130.497,23.534,11.826,0.11,1.244,0.763,23.534,0.105,11.826,5.872,34.758,1813.347,147.34,1375.817,1093.541,69.187,72.249,81.841,4208.759,8.962,166.382
5404,482.688,49.316,6.282,0.093,115.817,30.409,23.464,0.093,1.568,1.269,30.409,0.069,23.464,6.157,32.119,1818.938,188.929,1361.307,1085.454,54.965,115.93,81.084,4205.614,4.356,173.203
5405,495.314,47.861,7.899,0.09,113.303,35.509,31.817,0.09,1.697,1.355,35.509,0.064,31.817,6.345,30.061,1822.529,220.146,1348.884,1077.587,42.677,155.264,80.324,4197.492,3.087,175.28
5406,485.729,41.522,6.776,0.078,115.649,39.226,39.686,0.078,2.014,2.321,39.226,0.044,39.686,6.491,28.273,1826.18,251.441,1336.633,1069.032,29.237,196.056,79.547,4185.922,2.527,176.42
5407,479.807,48.559,6.886,2.586,111.734,34.523,16.847,2.586,1.52,0.438,34.523,3.329,16.847,6.365,27.872,1830.376,262.465,1355.923,1076.64,44.965,190.533,79.974,4269.249,4.08,174.699
5408,396.722,30.899,5.481,2.804,104.094,31.194,0.737,2.804,1.329,0.22,31.194,4.133,0.737,6.34,28.707,1833.269,267.293,1372.773,1083.532,59.217,183.582,80.269,4336.948,8.743,168.446
5409,299.78,35.344,5.341,3.16,98.777,26.59,0.156,3.16,1.279,0.132,26.59,4.763,0.156,6.113,29.593,1833.996,256.578,1387.223,1090.418,61.192,175.566,80.556,4348.299,14.459,160.544
5410,269.546,22.431,6.051,3.204,97.997,22.887,0.13,3.204,1.244,0.118,22.887,4.553,0.13,6.014,30.311,1833.371,241.133,1398.472,1096.396,62.52,167.436,80.745,4350.22,17.504,156.386
5411,262.28,26.158,5.66,3.389,91.753,18.405,0.095,3.389,1.212,0.1,18.405,4.592,0.095,5.875,30.692,1831.624,222.03,1409.228,1102.53,63.822,156.216,80.942,4346.458,19.941,152.97
5412,286.745,23.98,5.0,3.348,91.263,15.187,0.107,3.348,1.169,0.108,15.187,4.278,0.107,5.822,30.922,1829.918,207.63,1417.444,1107.896,64.719,146.74,81.073,4343.486,21.037,151.431
5413,219.41,20.037,4.365,3.603,89.152,11.998,0.075,3.603,1.143,0.083,11.998,4.531,0.075,5.71,30.999,1827.895,193.035,1426.326,1113.812,65.583,134.511,81.248,4339.25,22.536,149.228
5414,143.066,16.996,4.547,3.932,85.154,8.514,0.053,3.932,1.099,0.061,8.514,5.29,0.053,5.484,31.402,1825.096,168.928,1434.001,1119.957,66.288,118.906,81.436,4323.636,24.332,146.479
5415,206.77,20.429,4.546,4.294,87.256,5.32,0.042,4.294,1.035,0.05,5.32,5.93,0.042,5.273,32.01,1822.126,141.785,1439.154,1125.544,66.987,101.767,81.561,4301.684,26.414,143.272
5416,162.001,22.575,4.403,4.373,85.575,3.698,0.048,4.373,0.927,0.046,3.698,5.507,0.048,5.202,32.559,1819.615,123.61,1439.32,1129.711,67.345,88.709,81.529,4282.907,26.987,142.249
5417,242.076,32.007,4.559,4.823,87.893,2.489,0.037,4.823,0.893,0.04,2.489,5.49,0.037,5.079,32.847,1816.659,106.436,1439.209,1134.096,67.943,72.675,81.487,4262.98,28.589,139.696
